날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-03,조선일보,경제,긍정,1,투자,30,26.32,8,114,#0d2b5c,#0d2b5c,Y
2026-09-03,조선일보,경제,긍정,2,상승,21,18.42,8,114,#234271,#234271,Y
2026-09-03,조선일보,경제,긍정,3,증가,14,12.28,8,114,#395a86,#395a86,Y
2026-09-03,조선일보,경제,긍정,4,성장,13,11.4,8,114,#4f729b,#4f729b,Y
2026-09-03,조선일보,경제,긍정,5,확대,10,8.77,8,114,#6689b1,#6689b1,Y
2026-09-03,조선일보,경제,긍정,6,최대,9,7.89,8,114,#7ca1c6,#7ca1c6,Y
2026-09-03,조선일보,경제,긍정,7,강화,9,7.89,8,114,#92b9db,#92b9db,Y
2026-09-03,조선일보,경제,긍정,8,최고,8,7.02,8,114,#a8d0f0,#a8d0f0,Y
2026-09-03,조선일보,경제,부정,1,하락,13,24.53,5,53,#7a0a12,#7a0a12,Y
2026-09-03,조선일보,경제,부정,2,규제,12,22.64,5,53,#983137,#983137,Y
2026-09-03,조선일보,경제,부정,3,반대,10,18.87,5,53,#b6585c,#b6585c,Y
2026-09-03,조선일보,경제,부정,4,체납,9,16.98,5,53,#d47f81,#d47f81,Y
2026-09-03,조선일보,경제,부정,5,부담,9,16.98,5,53,#f2a6a6,#f2a6a6,Y
