날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-09,조선일보,세계,긍정,1,지원,9,26.47,4,34,#0d2b5c,#0d2b5c,Y
2026-09-09,조선일보,세계,긍정,2,최고,9,26.47,4,34,#41628d,#41628d,Y
2026-09-09,조선일보,세계,긍정,3,상승,9,26.47,4,34,#7499bf,#7499bf,Y
2026-09-09,조선일보,세계,긍정,4,협력,7,20.59,4,34,#a8d0f0,#a8d0f0,Y
2026-09-09,조선일보,세계,부정,1,범죄,23,29.11,6,79,#7a0a12,#7a0a12,Y
2026-09-09,조선일보,세계,부정,2,테러,18,22.78,6,79,#922930,#922930,Y
2026-09-09,조선일보,세계,부정,3,전쟁,14,17.72,6,79,#aa484d,#aa484d,Y
2026-09-09,조선일보,세계,부정,4,마약,10,12.66,6,79,#c2686b,#c2686b,Y
2026-09-09,조선일보,세계,부정,5,가뭄,7,8.86,6,79,#da8788,#da8788,Y
2026-09-09,조선일보,세계,부정,6,타격,7,8.86,6,79,#f2a6a6,#f2a6a6,Y
