날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-17,아시아경제,문화,긍정,1,축제,25,20.66,10,121,#0d2b5c,#0d2b5c,Y
2026-09-17,아시아경제,문화,긍정,2,공연,16,13.22,10,121,#1e3d6c,#1e3d6c,Y
2026-09-17,아시아경제,문화,긍정,3,협약,15,12.4,10,121,#2f4f7d,#2f4f7d,Y
2026-09-17,아시아경제,문화,긍정,4,참여,15,12.4,10,121,#41628d,#41628d,Y
2026-09-17,아시아경제,문화,긍정,5,협력,9,7.44,10,121,#52749e,#52749e,Y
2026-09-17,아시아경제,문화,긍정,6,최고,9,7.44,10,121,#6387ae,#6387ae,Y
2026-09-17,아시아경제,문화,긍정,7,안전,8,6.61,10,121,#7499bf,#7499bf,Y
2026-09-17,아시아경제,문화,긍정,8,확대,8,6.61,10,121,#86accf,#86accf,Y
2026-09-17,아시아경제,문화,긍정,9,개막,8,6.61,10,121,#97bee0,#97bee0,Y
2026-09-17,아시아경제,문화,긍정,10,지원,8,6.61,10,121,#a8d0f0,#a8d0f0,Y
2026-09-17,아시아경제,문화,부정,1,논란,11,100.0,1,11,#7a0a12,#7a0a12,Y
