날짜,언론사,카테고리,기사수,상위키워드,인사이트,생성시각,상태,키워드종수,긍정총빈도,부정총빈도,감성지수
2026-09-14,문화일보,사회,20,주민(37); 사업(37); 해양(30); 참여(29); 용산구(27),"2026-09-14 문화일보(사회) 기사 20건 분석 결과, 상위 키워드는 '주민'(37회), '사업'(37회), '해양'(30회), '참여'(29회), '용산구'(27회) 순으로 나타났습니다. 특히 '주민' 관련 이슈가 가장 두드러졌으며, 대표 헤드라인은 ""구로구, 2026년 추석 종합대책 가동… 안전·민생 등 5대 분야 집중"" 입니다.",2026-09-14 09:03:52,성공,100,137,0,100.0
