날짜,분석단위,대상,기사수,키워드종수,누적빈도,긍정단어수,긍정총빈도,부정단어수,부정총빈도,감성지수,상위키워드TOP5,대표긍정어TOP3,대표부정어TOP3,인사이트
2026-09-25,종합,전체,900,1371,50721,43,2527,43,1765,17.8,대통령(1229); 추석(723); 미국(677); 중국(620); 공개(520),투자(286); 협력(247); 지원(187),수사(235); 사고(193); 규제(140),"전체: 기사 900건에서 키워드 1371종을 추출했고 상위 키워드는 '대통령'(1229회), '추석'(723회), '미국'(677회) 순입니다. 감성지수 +17.8로 긍정 어휘가 다소 우세합니다."
2026-09-25,신문사,데일리안,180,461,10783,23,596,18,348,26.3,대통령(224); 추석(191); 서울(166); 미국(160); 시간(144),투자(101); 지원(72); 안전(55),수사(63); 규제(61); 위험(31),"데일리안: 기사 180건에서 키워드 461종을 추출했고 상위 키워드는 '대통령'(224회), '추석'(191회), '서울'(166회) 순입니다. 감성지수 +26.3로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-25,신문사,매일신문,180,508,10724,21,445,25,423,2.5,대통령(353); 추석(214); 공개(178); 조사(159); 연휴(134),최대(45); 협력(39); 합의(38),사고(60); 혐의(38); 비판(34),"매일신문: 기사 180건에서 키워드 508종을 추출했고 상위 키워드는 '대통령'(353회), '추석'(214회), '공개'(178회) 순입니다. 감성지수 +2.5로 긍정과 부정이 비슷한 수준합니다."
2026-09-25,신문사,문화일보,180,484,8586,18,316,22,515,-23.9,대통령(146); 추석(115); 도로(102); 한국(98); 의원(97),혜택(54); 지원(43); 최대(26),수사(68); 사고(65); 폭발(53),"문화일보: 기사 180건에서 키워드 484종을 추출했고 상위 키워드는 '대통령'(146회), '추석'(115회), '도로'(102회) 순입니다. 감성지수 -23.9로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-25,신문사,아시아경제,180,476,9588,28,730,15,171,62.0,대통령(192); 추석(136); 멕시코(127); 금리(104); 미국(102),협력(95); 투자(64); 확대(58),위험(26); 벌금(21); 사기(16),"아시아경제: 기사 180건에서 키워드 476종을 추출했고 상위 키워드는 '대통령'(192회), '추석'(136회), '멕시코'(127회) 순입니다. 감성지수 +62.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-25,신문사,조선일보,180,494,11040,16,440,14,308,17.6,대통령(314); 중국(279); 미국(227); 한국(183); 공개(132),투자(101); 협력(70); 상승(46),수사(75); 사고(41); 부담(30),"조선일보: 기사 180건에서 키워드 494종을 추출했고 상위 키워드는 '대통령'(314회), '중국'(279회), '미국'(227회) 순입니다. 감성지수 +17.6로 긍정 어휘가 다소 우세합니다."
2026-09-25,카테고리,IT과학,100,312,6224,12,303,9,119,43.6,모델(155); 기업(122); 기술(105); 데이터(94); 개발(90),혜택(50); 지원(48); 출시(34),위험(30); 사고(19); 피해(15),"IT과학: 기사 100건에서 키워드 312종을 추출했고 상위 키워드는 '모델'(155회), '기업'(122회), '기술'(105회) 순입니다. 감성지수 +43.6로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-25,카테고리,경제,100,352,7221,24,532,8,127,61.5,추석(137); 시장(118); 금리(107); 기업(100); 금융(95),투자(90); 상승(74); 지원(31),부담(31); 규제(29); 사망(17),"경제: 기사 100건에서 키워드 352종을 추출했고 상위 키워드는 '추석'(137회), '시장'(118회), '금리'(107회) 순입니다. 감성지수 +61.5로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-25,카테고리,문화,100,374,6078,16,338,2,38,79.8,추석(141); 서울(125); 공연(100); 연휴(85); 지역(77),공연(100); 전시(51); 최대(27),감소(31); 부담(7),"문화: 기사 100건에서 키워드 374종을 추출했고 상위 키워드는 '추석'(141회), '서울'(125회), '공연'(100회) 순입니다. 감성지수 +79.8로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-25,카테고리,사회,100,358,5308,11,117,27,490,-61.4,수사(114); 추석(114); 연휴(101); 사건(89); 서울(89),안전(19); 지원(17); 인정(15),수사(114); 사고(43); 범죄(33),"사회: 기사 100건에서 키워드 358종을 추출했고 상위 키워드는 '수사'(114회), '추석'(114회), '연휴'(101회) 순입니다. 감성지수 -61.4로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-25,카테고리,세계,100,314,6046,12,203,16,190,3.3,중국(287); 미국(251); 대통령(221); 트럼프(220); 정상(132),협력(47); 합의(27); 금메달(21),규제(27); 전쟁(26); 테러(17),"세계: 기사 100건에서 키워드 314종을 추출했고 상위 키워드는 '중국'(287회), '미국'(251회), '대통령'(221회) 순입니다. 감성지수 +3.3로 긍정과 부정이 비슷한 수준합니다."
2026-09-25,카테고리,이슈,100,373,5978,18,333,13,192,26.9,대통령(194); 미국(135); 공개(100); 중국(97); 트럼프(80),투자(61); 승리(30); 합의(28),규제(32); 사고(29); 폭발(22),"이슈: 기사 100건에서 키워드 373종을 추출했고 상위 키워드는 '대통령'(194회), '미국'(135회), '공개'(100회) 순입니다. 감성지수 +26.9로 긍정 어휘가 뚜렷하게 우세합니다."
