날짜,언론사,카테고리,기사수,상위키워드,인사이트,생성시각,상태,키워드종수,긍정총빈도,부정총빈도,감성지수
2026-09-19,데일리안,이슈,20,대통령(37); 거래(35); 가격(31); 청년(29); 시장(27),"2026-09-19 데일리안(이슈) 기사 20건 분석 결과, 상위 키워드는 '대통령'(37회), '거래'(35회), '가격'(31회), '청년'(29회), '시장'(27회) 순으로 나타났습니다. 특히 '대통령' 관련 이슈가 가장 두드러졌으며, 대표 헤드라인은 ""[속보] 뉴욕증시, 美 국채금리 상승에도 반도체주 강세…나스닥 0.39%↑"" 입니다.",2026-09-19 09:08:02,성공,100,71,72,-0.7
