날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-02,매일신문,경제,긍정,1,투자,54,22.59,13,239,#0d2b5c,#0d2b5c,Y
2026-09-02,매일신문,경제,긍정,2,지원,42,17.57,13,239,#1a3968,#1e3d6c,Y
2026-09-02,매일신문,경제,긍정,3,최대,21,8.79,13,239,#274674,#2f4f7d,Y
2026-09-02,매일신문,경제,긍정,4,안전,20,8.37,13,239,#345481,#41628d,Y
2026-09-02,매일신문,경제,긍정,5,확대,19,7.95,13,239,#41628d,#52749e,Y
2026-09-02,매일신문,경제,긍정,6,성장,16,6.69,13,239,#4d709a,#6387ae,Y
2026-09-02,매일신문,경제,긍정,7,증가,15,6.28,13,239,#5b7ea6,#7499bf,Y
2026-09-02,매일신문,경제,긍정,8,개선,12,5.02,13,239,#688bb2,#86accf,Y
2026-09-02,매일신문,경제,긍정,9,강화,11,4.6,13,239,#7499bf,#97bee0,Y
2026-09-02,매일신문,경제,긍정,10,취업,8,3.35,13,239,#82a7cb,#a8d0f0,Y
2026-09-02,매일신문,경제,긍정,11,우대,8,3.35,13,239,#8eb5d8,,N
2026-09-02,매일신문,경제,긍정,12,참여,7,2.93,13,239,#9bc2e4,,N
2026-09-02,매일신문,경제,긍정,13,신설,6,2.51,13,239,#a8d0f0,,N
2026-09-02,매일신문,경제,부정,1,허위,6,100.0,1,6,#7a0a12,#7a0a12,Y
