날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-13,아시아경제,세계,긍정,1,인기,10,22.22,6,45,#0d2b5c,#0d2b5c,Y
2026-09-13,아시아경제,세계,긍정,2,협력,9,20.0,6,45,#2c4c7a,#2c4c7a,Y
2026-09-13,아시아경제,세계,긍정,3,성장,7,15.56,6,45,#4b6d97,#4b6d97,Y
2026-09-13,아시아경제,세계,긍정,4,확대,7,15.56,6,45,#6a8eb5,#6a8eb5,Y
2026-09-13,아시아경제,세계,긍정,5,최대,6,13.33,6,45,#89afd2,#89afd2,Y
2026-09-13,아시아경제,세계,긍정,6,안전,6,13.33,6,45,#a8d0f0,#a8d0f0,Y
2026-09-13,아시아경제,세계,부정,1,전쟁,13,43.33,4,30,#7a0a12,#7a0a12,Y
2026-09-13,아시아경제,세계,부정,2,반대,7,23.33,4,30,#a23e43,#a23e43,Y
2026-09-13,아시아경제,세계,부정,3,위반,5,16.67,4,30,#ca7275,#ca7275,Y
2026-09-13,아시아경제,세계,부정,4,제재,5,16.67,4,30,#f2a6a6,#f2a6a6,Y
