날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-16,데일리안,세계,긍정,1,투자,11,31.43,4,35,#0d2b5c,#0d2b5c,Y
2026-09-16,데일리안,세계,긍정,2,상승,9,25.71,4,35,#41628d,#41628d,Y
2026-09-16,데일리안,세계,긍정,3,인정,8,22.86,4,35,#7499bf,#7499bf,Y
2026-09-16,데일리안,세계,긍정,4,확대,7,20.0,4,35,#a8d0f0,#a8d0f0,Y
2026-09-16,데일리안,세계,부정,1,소송,13,24.07,6,54,#7a0a12,#7a0a12,Y
2026-09-16,데일리안,세계,부정,2,하락,9,16.67,6,54,#922930,#922930,Y
2026-09-16,데일리안,세계,부정,3,우려,9,16.67,6,54,#aa484d,#aa484d,Y
2026-09-16,데일리안,세계,부정,4,피해,9,16.67,6,54,#c2686b,#c2686b,Y
2026-09-16,데일리안,세계,부정,5,테러,8,14.81,6,54,#da8788,#da8788,Y
2026-09-16,데일리안,세계,부정,6,사퇴,6,11.11,6,54,#f2a6a6,#f2a6a6,Y
