날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-18,데일리안,정치,긍정,1,혁신,19,39.58,3,48,#0d2b5c,#0d2b5c,Y
2026-09-18,데일리안,정치,긍정,2,투자,18,37.5,3,48,#5b7ea6,#5b7ea6,Y
2026-09-18,데일리안,정치,긍정,3,안전,11,22.92,3,48,#a8d0f0,#a8d0f0,Y
2026-09-18,데일리안,정치,부정,1,전쟁,22,22.0,7,100,#7a0a12,#7a0a12,Y
2026-09-18,데일리안,정치,부정,2,반대,16,16.0,7,100,#8e242a,#8e242a,Y
2026-09-18,데일리안,정치,부정,3,하락,16,16.0,7,100,#a23e43,#a23e43,Y
2026-09-18,데일리안,정치,부정,4,반발,12,12.0,7,100,#b6585c,#b6585c,Y
2026-09-18,데일리안,정치,부정,5,비판,12,12.0,7,100,#ca7275,#ca7275,Y
2026-09-18,데일리안,정치,부정,6,취소,11,11.0,7,100,#de8c8e,#de8c8e,Y
2026-09-18,데일리안,정치,부정,7,논란,11,11.0,7,100,#f2a6a6,#f2a6a6,Y
