날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-08,문화일보,사회,긍정,1,개최,14,17.5,7,80,#0d2b5c,#0d2b5c,Y
2026-09-08,문화일보,사회,긍정,2,참여,14,17.5,7,80,#274674,#274674,Y
2026-09-08,문화일보,사회,긍정,3,안전,13,16.25,7,80,#41628d,#41628d,Y
2026-09-08,문화일보,사회,긍정,4,지원,12,15.0,7,80,#5b7ea6,#5b7ea6,Y
2026-09-08,문화일보,사회,긍정,5,개선,11,13.75,7,80,#7499bf,#7499bf,Y
2026-09-08,문화일보,사회,긍정,6,전시,8,10.0,7,80,#8eb5d8,#8eb5d8,Y
2026-09-08,문화일보,사회,긍정,7,선정,8,10.0,7,80,#a8d0f0,#a8d0f0,Y
2026-09-08,문화일보,사회,부정,1,사고,26,56.52,3,46,#7a0a12,#7a0a12,Y
2026-09-08,문화일보,사회,부정,2,자살,13,28.26,3,46,#b6585c,#b6585c,Y
2026-09-08,문화일보,사회,부정,3,수사,7,15.22,3,46,#f2a6a6,#f2a6a6,Y
