날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-13,조선일보,세계,긍정,1,강화,16,44.44,3,36,#0d2b5c,#0d2b5c,Y
2026-09-13,조선일보,세계,긍정,2,지원,11,30.56,3,36,#5b7ea6,#5b7ea6,Y
2026-09-13,조선일보,세계,긍정,3,승리,9,25.0,3,36,#a8d0f0,#a8d0f0,Y
2026-09-13,조선일보,세계,부정,1,테러,47,37.9,7,124,#7a0a12,#7a0a12,Y
2026-09-13,조선일보,세계,부정,2,경고,15,12.1,7,124,#8e242a,#8e242a,Y
2026-09-13,조선일보,세계,부정,3,전쟁,15,12.1,7,124,#a23e43,#a23e43,Y
2026-09-13,조선일보,세계,부정,4,제재,14,11.29,7,124,#b6585c,#b6585c,Y
2026-09-13,조선일보,세계,부정,5,불법,13,10.48,7,124,#ca7275,#ca7275,Y
2026-09-13,조선일보,세계,부정,6,압박,11,8.87,7,124,#de8c8e,#de8c8e,Y
2026-09-13,조선일보,세계,부정,7,우려,9,7.26,7,124,#f2a6a6,#f2a6a6,Y
