날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-03,매일신문,사회,긍정,1,지원,21,30.0,7,70,#0d2b5c,#0d2b5c,Y
2026-09-03,매일신문,사회,긍정,2,선정,16,22.86,7,70,#274674,#274674,Y
2026-09-03,매일신문,사회,긍정,3,확대,9,12.86,7,70,#41628d,#41628d,Y
2026-09-03,매일신문,사회,긍정,4,축제,7,10.0,7,70,#5b7ea6,#5b7ea6,Y
2026-09-03,매일신문,사회,긍정,5,증가,6,8.57,7,70,#7499bf,#7499bf,Y
2026-09-03,매일신문,사회,긍정,6,참여,6,8.57,7,70,#8eb5d8,#8eb5d8,Y
2026-09-03,매일신문,사회,긍정,7,강화,5,7.14,7,70,#a8d0f0,#a8d0f0,Y
2026-09-03,매일신문,사회,부정,1,혐의,19,21.84,10,87,#7a0a12,#7a0a12,Y
2026-09-03,매일신문,사회,부정,2,폭행,16,18.39,10,87,#871b22,#871b22,Y
2026-09-03,매일신문,사회,부정,3,의혹,10,11.49,10,87,#942c33,#942c33,Y
2026-09-03,매일신문,사회,부정,4,사고,10,11.49,10,87,#a23e43,#a23e43,Y
2026-09-03,매일신문,사회,부정,5,수사,6,6.9,10,87,#af4f54,#af4f54,Y
2026-09-03,매일신문,사회,부정,6,범죄,6,6.9,10,87,#bd6164,#bd6164,Y
2026-09-03,매일신문,사회,부정,7,시위,5,5.75,10,87,#ca7275,#ca7275,Y
2026-09-03,매일신문,사회,부정,8,논란,5,5.75,10,87,#d88485,#d88485,Y
2026-09-03,매일신문,사회,부정,9,협박,5,5.75,10,87,#e59596,#e59596,Y
2026-09-03,매일신문,사회,부정,10,징역,5,5.75,10,87,#f2a6a6,#f2a6a6,Y
