날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-04,매일신문,사회,긍정,1,투자,24,33.33,7,72,#0d2b5c,#0d2b5c,Y
2026-09-04,매일신문,사회,긍정,2,혁신,12,16.67,7,72,#274674,#274674,Y
2026-09-04,매일신문,사회,긍정,3,유치,10,13.89,7,72,#41628d,#41628d,Y
2026-09-04,매일신문,사회,긍정,4,지원,7,9.72,7,72,#5b7ea6,#5b7ea6,Y
2026-09-04,매일신문,사회,긍정,5,체결,7,9.72,7,72,#7499bf,#7499bf,Y
2026-09-04,매일신문,사회,긍정,6,협력,6,8.33,7,72,#8eb5d8,#8eb5d8,Y
2026-09-04,매일신문,사회,긍정,7,개선,6,8.33,7,72,#a8d0f0,#a8d0f0,Y
2026-09-04,매일신문,사회,부정,1,혐의,17,35.42,6,48,#7a0a12,#7a0a12,Y
2026-09-04,매일신문,사회,부정,2,체포,8,16.67,6,48,#922930,#922930,Y
2026-09-04,매일신문,사회,부정,3,피해,7,14.58,6,48,#aa484d,#aa484d,Y
2026-09-04,매일신문,사회,부정,4,구속,6,12.5,6,48,#c2686b,#c2686b,Y
2026-09-04,매일신문,사회,부정,5,수사,5,10.42,6,48,#da8788,#da8788,Y
2026-09-04,매일신문,사회,부정,6,재판,5,10.42,6,48,#f2a6a6,#f2a6a6,Y
