날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-18,문화일보,IT과학,긍정,1,투자,21,23.6,7,89,#0d2b5c,#0d2b5c,Y
2026-09-18,문화일보,IT과학,긍정,2,강화,17,19.1,7,89,#274674,#274674,Y
2026-09-18,문화일보,IT과학,긍정,3,협력,16,17.98,7,89,#41628d,#41628d,Y
2026-09-18,문화일보,IT과학,긍정,4,최대,11,12.36,7,89,#5b7ea6,#5b7ea6,Y
2026-09-18,문화일보,IT과학,긍정,5,출시,9,10.11,7,89,#7499bf,#7499bf,Y
2026-09-18,문화일보,IT과학,긍정,6,지원,8,8.99,7,89,#8eb5d8,#8eb5d8,Y
2026-09-18,문화일보,IT과학,긍정,7,최고,7,7.87,7,89,#a8d0f0,#a8d0f0,Y
2026-09-18,문화일보,IT과학,부정,1,유출,18,50.0,3,36,#7a0a12,#7a0a12,Y
2026-09-18,문화일보,IT과학,부정,2,사고,10,27.78,3,36,#b6585c,#b6585c,Y
2026-09-18,문화일보,IT과학,부정,3,위협,8,22.22,3,36,#f2a6a6,#f2a6a6,Y
