날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-10,아시아경제,이슈,긍정,1,투자,42,28.19,9,149,#0d2b5c,#0d2b5c,Y
2026-09-10,아시아경제,이슈,긍정,2,상승,34,22.82,9,149,#20406f,#20406f,Y
2026-09-10,아시아경제,이슈,긍정,3,확대,16,10.74,9,149,#345481,#345481,Y
2026-09-10,아시아경제,이슈,긍정,4,확보,12,8.05,9,149,#476994,#476994,Y
2026-09-10,아시아경제,이슈,긍정,5,성장,12,8.05,9,149,#5b7ea6,#5b7ea6,Y
2026-09-10,아시아경제,이슈,긍정,6,최고,9,6.04,9,149,#6e93b9,#6e93b9,Y
2026-09-10,아시아경제,이슈,긍정,7,강세,8,5.37,9,149,#82a7cb,#82a7cb,Y
2026-09-10,아시아경제,이슈,긍정,8,최대,8,5.37,9,149,#95bcde,#95bcde,Y
2026-09-10,아시아경제,이슈,긍정,9,개선,8,5.37,9,149,#a8d0f0,#a8d0f0,Y
2026-09-10,아시아경제,이슈,부정,1,하락,30,47.62,4,63,#7a0a12,#7a0a12,Y
2026-09-10,아시아경제,이슈,부정,2,우려,12,19.05,4,63,#a23e43,#a23e43,Y
2026-09-10,아시아경제,이슈,부정,3,부담,12,19.05,4,63,#ca7275,#ca7275,Y
2026-09-10,아시아경제,이슈,부정,4,위험,9,14.29,4,63,#f2a6a6,#f2a6a6,Y
