날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-01,데일리안,이슈,긍정,1,고용,8,22.86,5,35,#0d2b5c,#0d2b5c,Y
2026-09-01,데일리안,이슈,긍정,2,상승,8,22.86,5,35,#345481,#345481,Y
2026-09-01,데일리안,이슈,긍정,3,최대,7,20.0,5,35,#5b7ea6,#5b7ea6,Y
2026-09-01,데일리안,이슈,긍정,4,성공,6,17.14,5,35,#82a7cb,#82a7cb,Y
2026-09-01,데일리안,이슈,긍정,5,증가,6,17.14,5,35,#a8d0f0,#a8d0f0,Y
2026-09-01,데일리안,이슈,부정,1,실종,14,33.33,5,42,#7a0a12,#7a0a12,Y
2026-09-01,데일리안,이슈,부정,2,실업,9,21.43,5,42,#983137,#983137,Y
2026-09-01,데일리안,이슈,부정,3,피해,7,16.67,5,42,#b6585c,#b6585c,Y
2026-09-01,데일리안,이슈,부정,4,살해,6,14.29,5,42,#d47f81,#d47f81,Y
2026-09-01,데일리안,이슈,부정,5,부담,6,14.29,5,42,#f2a6a6,#f2a6a6,Y
