날짜,분석단위,대상,기사수,키워드종수,누적빈도,긍정단어수,긍정총빈도,부정단어수,부정총빈도,감성지수,상위키워드TOP5,대표긍정어TOP3,대표부정어TOP3,인사이트
2026-09-22,종합,전체,900,1508,48368,47,1990,49,2222,-5.5,대통령(943); 한국(467); 미국(462); 대표(442); 정부(438),지원(293); 확대(185); 투자(148),수사(211); 의혹(158); 사고(150),"전체: 기사 900건에서 키워드 1508종을 추출했고 상위 키워드는 '대통령'(943회), '한국'(467회), '미국'(462회) 순입니다. 감성지수 -5.5로 부정 어휘가 다소 우세합니다."
2026-09-22,신문사,데일리안,180,478,11392,22,506,20,619,-10.0,대통령(290); 후보자(192); 금리(170); 데일리안(150); 대표(144),확대(76); 지원(52); 상승(46),수사(72); 부담(67); 취소(59),"데일리안: 기사 180건에서 키워드 478종을 추출했고 상위 키워드는 '대통령'(290회), '후보자'(192회), '금리'(170회) 순입니다. 감성지수 -10.0로 부정 어휘가 다소 우세합니다."
2026-09-22,신문사,매일신문,180,541,10118,16,265,26,540,-34.2,대통령(214); 대표(126); 미국(116); 농지(112); 대구(111),지원(35); 최대(31); 선정(28),사고(80); 수사(59); 혐의(35),"매일신문: 기사 180건에서 키워드 541종을 추출했고 상위 키워드는 '대통령'(214회), '대표'(126회), '미국'(116회) 순입니다. 감성지수 -34.2로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-22,신문사,문화일보,180,516,8130,24,387,17,225,26.5,대통령(166); 한국(133); 시장(104); 일본(97); 경기(89),지원(40); 참여(40); 안전(36),수사(32); 하락(24); 혐의(23),"문화일보: 기사 180건에서 키워드 516종을 추출했고 상위 키워드는 '대통령'(166회), '한국'(133회), '시장'(104회) 순입니다. 감성지수 +26.5로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-22,신문사,아시아경제,180,507,8175,23,493,17,253,32.2,기업(141); 사업(128); 지원(107); 구조(107); 한국(106),지원(107); 계약(44); 협력(42),위반(26); 피해(23); 소송(21),"아시아경제: 기사 180건에서 키워드 507종을 추출했고 상위 키워드는 '기업'(141회), '사업'(128회), '지원'(107회) 순입니다. 감성지수 +32.2로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-22,신문사,조선일보,180,524,10553,18,339,25,585,-26.6,대통령(226); 미국(157); 청와대(155); 의원(153); 정부(146),투자(72); 지원(59); 공연(45),의혹(81); 사퇴(54); 폭발(52),"조선일보: 기사 180건에서 키워드 524종을 추출했고 상위 키워드는 '대통령'(226회), '미국'(157회), '청와대'(155회) 순입니다. 감성지수 -26.6로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-22,카테고리,IT과학,100,344,5864,16,292,4,81,56.6,게임(141); 기업(98); 기술(93); 서비스(92); 연구(80),지원(43); 참여(34); 확대(34),위험(39); 유출(25); 규제(9),"IT과학: 기사 100건에서 키워드 344종을 추출했고 상위 키워드는 '게임'(141회), '기업'(98회), '기술'(93회) 순입니다. 감성지수 +56.6로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-22,카테고리,경제,100,354,6437,20,519,9,203,43.8,시장(139); 금리(125); 대출(98); 정부(95); 금융(93),지원(82); 투자(74); 확대(69),부담(55); 연체(36); 규제(24),"경제: 기사 100건에서 키워드 354종을 추출했고 상위 키워드는 '시장'(139회), '금리'(125회), '대출'(98회) 순입니다. 감성지수 +43.8로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-22,카테고리,문화,100,397,4549,16,232,5,36,73.1,한국(86); 전시(70); 대구(58); 작품(56); 문화(56),전시(70); 공연(36); 참여(18),붕괴(12); 피해(8); 하락(6),"문화: 기사 100건에서 키워드 397종을 추출했고 상위 키워드는 '한국'(86회), '전시'(70회), '대구'(58회) 순입니다. 감성지수 +73.1로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-22,카테고리,사회,100,372,6332,17,317,19,437,-15.9,지역(102); 수사(88); 대학(86); 추진(78); 시민(74),지원(60); 참여(41); 협력(39),수사(88); 혐의(55); 취소(38),"사회: 기사 100건에서 키워드 372종을 추출했고 상위 키워드는 '지역'(102회), '수사'(88회), '대학'(86회) 순입니다. 감성지수 -15.9로 부정 어휘가 다소 우세합니다."
