날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-17,아시아경제,사회,긍정,1,지원,18,14.17,12,127,#0d2b5c,#0d2b5c,Y
2026-09-17,아시아경제,사회,긍정,2,강화,15,11.81,12,127,#1b3a69,#1e3d6c,Y
2026-09-17,아시아경제,사회,긍정,3,투자,14,11.02,12,127,#294977,#2f4f7d,Y
2026-09-17,아시아경제,사회,긍정,4,유치,14,11.02,12,127,#375884,#41628d,Y
2026-09-17,아시아경제,사회,긍정,5,협력,10,7.87,12,127,#466792,#52749e,Y
2026-09-17,아시아경제,사회,긍정,6,참여,9,7.09,12,127,#54769f,#6387ae,Y
2026-09-17,아시아경제,사회,긍정,7,신설,9,7.09,12,127,#6185ad,#7499bf,Y
2026-09-17,아시아경제,사회,긍정,8,확대,9,7.09,12,127,#6f94ba,#86accf,Y
2026-09-17,아시아경제,사회,긍정,9,우수,8,6.3,12,127,#7ea3c8,#97bee0,Y
2026-09-17,아시아경제,사회,긍정,10,봉사,7,5.51,12,127,#8cb2d5,#a8d0f0,Y
2026-09-17,아시아경제,사회,긍정,11,안전,7,5.51,12,127,#9ac1e3,,N
2026-09-17,아시아경제,사회,긍정,12,고용,7,5.51,12,127,#a8d0f0,,N
2026-09-17,아시아경제,사회,부정,1,논란,11,100.0,1,11,#7a0a12,#7a0a12,Y
