날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-19,문화일보,이슈,긍정,1,회복,7,43.75,3,16,#0d2b5c,#0d2b5c,Y
2026-09-19,문화일보,이슈,긍정,2,우승,5,31.25,3,16,#5b7ea6,#5b7ea6,Y
2026-09-19,문화일보,이슈,긍정,3,상승,4,25.0,3,16,#a8d0f0,#a8d0f0,Y
2026-09-19,문화일보,이슈,부정,1,수사,12,14.46,11,83,#7a0a12,#7a0a12,Y
2026-09-19,문화일보,이슈,부정,2,취소,12,14.46,11,83,#861921,#871b22,Y
2026-09-19,문화일보,이슈,부정,3,혐의,11,13.25,11,83,#922930,#942c33,Y
2026-09-19,문화일보,이슈,부정,4,실종,9,10.84,11,83,#9e383e,#a23e43,Y
2026-09-19,문화일보,이슈,부정,5,하락,7,8.43,11,83,#aa484d,#af4f54,Y
2026-09-19,문화일보,이슈,부정,6,비판,7,8.43,11,83,#b6585c,#bd6164,Y
2026-09-19,문화일보,이슈,부정,7,벌금,5,6.02,11,83,#c2686b,#ca7275,Y
2026-09-19,문화일보,이슈,부정,8,논란,5,6.02,11,83,#ce787a,#d88485,Y
2026-09-19,문화일보,이슈,부정,9,허위,5,6.02,11,83,#da8788,#e59596,Y
2026-09-19,문화일보,이슈,부정,10,기소,5,6.02,11,83,#e69797,#f2a6a6,Y
2026-09-19,문화일보,이슈,부정,11,사고,5,6.02,11,83,#f2a6a6,,N
