날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-11,데일리안,IT과학,긍정,1,지원,28,20.74,9,135,#0d2b5c,#0d2b5c,Y
2026-09-11,데일리안,IT과학,긍정,2,투자,16,11.85,9,135,#20406f,#20406f,Y
2026-09-11,데일리안,IT과학,긍정,3,확대,15,11.11,9,135,#345481,#345481,Y
2026-09-11,데일리안,IT과학,긍정,4,확보,15,11.11,9,135,#476994,#476994,Y
2026-09-11,데일리안,IT과학,긍정,5,참여,14,10.37,9,135,#5b7ea6,#5b7ea6,Y
2026-09-11,데일리안,IT과학,긍정,6,협력,13,9.63,9,135,#6e93b9,#6e93b9,Y
2026-09-11,데일리안,IT과학,긍정,7,성과,13,9.63,9,135,#82a7cb,#82a7cb,Y
2026-09-11,데일리안,IT과학,긍정,8,성장,11,8.15,9,135,#95bcde,#95bcde,Y
2026-09-11,데일리안,IT과학,긍정,9,강화,10,7.41,9,135,#a8d0f0,#a8d0f0,Y
2026-09-11,데일리안,IT과학,부정,1,규제,15,40.54,3,37,#7a0a12,#7a0a12,Y
2026-09-11,데일리안,IT과학,부정,2,위기,11,29.73,3,37,#b6585c,#b6585c,Y
2026-09-11,데일리안,IT과학,부정,3,부담,11,29.73,3,37,#f2a6a6,#f2a6a6,Y
