날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-24,조선일보,이슈,긍정,1,안전,11,55.0,2,20,#0d2b5c,#0d2b5c,Y
2026-09-24,조선일보,이슈,긍정,2,투자,9,45.0,2,20,#a8d0f0,#a8d0f0,Y
2026-09-24,조선일보,이슈,부정,1,수사,33,28.45,8,116,#7a0a12,#7a0a12,Y
2026-09-24,조선일보,이슈,부정,2,취소,23,19.83,8,116,#8b2027,#8b2027,Y
2026-09-24,조선일보,이슈,부정,3,전쟁,13,11.21,8,116,#9c373c,#9c373c,Y
2026-09-24,조선일보,이슈,부정,4,기소,12,10.34,8,116,#ad4d51,#ad4d51,Y
2026-09-24,조선일보,이슈,부정,5,중단,11,9.48,8,116,#bf6367,#bf6367,Y
2026-09-24,조선일보,이슈,부정,6,논란,8,6.9,8,116,#d0797c,#d0797c,Y
2026-09-24,조선일보,이슈,부정,7,비판,8,6.9,8,116,#e19091,#e19091,Y
2026-09-24,조선일보,이슈,부정,8,제재,8,6.9,8,116,#f2a6a6,#f2a6a6,Y
