날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-01,데일리안,주요뉴스,긍정,1,지원,10,23.81,5,42,#0d2b5c,#0d2b5c,Y
2026-09-01,데일리안,주요뉴스,긍정,2,상승,10,23.81,5,42,#345481,#345481,Y
2026-09-01,데일리안,주요뉴스,긍정,3,확대,8,19.05,5,42,#5b7ea6,#5b7ea6,Y
2026-09-01,데일리안,주요뉴스,긍정,4,고용,8,19.05,5,42,#82a7cb,#82a7cb,Y
2026-09-01,데일리안,주요뉴스,긍정,5,증가,6,14.29,5,42,#a8d0f0,#a8d0f0,Y
2026-09-01,데일리안,주요뉴스,부정,1,실종,12,19.05,8,63,#7a0a12,#7a0a12,Y
2026-09-01,데일리안,주요뉴스,부정,2,실업,10,15.87,8,63,#8b2027,#8b2027,Y
2026-09-01,데일리안,주요뉴스,부정,3,하락,9,14.29,8,63,#9c373c,#9c373c,Y
2026-09-01,데일리안,주요뉴스,부정,4,피해,8,12.7,8,63,#ad4d51,#ad4d51,Y
2026-09-01,데일리안,주요뉴스,부정,5,사퇴,6,9.52,8,63,#bf6367,#bf6367,Y
2026-09-01,데일리안,주요뉴스,부정,6,불안,6,9.52,8,63,#d0797c,#d0797c,Y
2026-09-01,데일리안,주요뉴스,부정,7,부담,6,9.52,8,63,#e19091,#e19091,Y
2026-09-01,데일리안,주요뉴스,부정,8,우려,6,9.52,8,63,#f2a6a6,#f2a6a6,Y
