날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-16,문화일보,세계,긍정,1,투자,10,21.28,7,47,#0d2b5c,#0d2b5c,Y
2026-09-16,문화일보,세계,긍정,2,돌파,8,17.02,7,47,#274674,#274674,Y
2026-09-16,문화일보,세계,긍정,3,상승,7,14.89,7,47,#41628d,#41628d,Y
2026-09-16,문화일보,세계,긍정,4,급등,6,12.77,7,47,#5b7ea6,#5b7ea6,Y
2026-09-16,문화일보,세계,긍정,5,지원,6,12.77,7,47,#7499bf,#7499bf,Y
2026-09-16,문화일보,세계,긍정,6,안전,5,10.64,7,47,#8eb5d8,#8eb5d8,Y
2026-09-16,문화일보,세계,긍정,7,확보,5,10.64,7,47,#a8d0f0,#a8d0f0,Y
2026-09-16,문화일보,세계,부정,1,우려,12,27.27,6,44,#7a0a12,#7a0a12,Y
2026-09-16,문화일보,세계,부정,2,위기,8,18.18,6,44,#922930,#922930,Y
2026-09-16,문화일보,세계,부정,3,위험,8,18.18,6,44,#aa484d,#aa484d,Y
2026-09-16,문화일보,세계,부정,4,축소,6,13.64,6,44,#c2686b,#c2686b,Y
2026-09-16,문화일보,세계,부정,5,철회,5,11.36,6,44,#da8788,#da8788,Y
2026-09-16,문화일보,세계,부정,6,압박,5,11.36,6,44,#f2a6a6,#f2a6a6,Y
