날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-05,매일신문,문화,긍정,1,전시,17,23.29,8,73,#0d2b5c,#0d2b5c,Y
2026-09-05,매일신문,문화,긍정,2,공연,16,21.92,8,73,#234271,#234271,Y
2026-09-05,매일신문,문화,긍정,3,기증,9,12.33,8,73,#395a86,#395a86,Y
2026-09-05,매일신문,문화,긍정,4,흥행,7,9.59,8,73,#4f729b,#4f729b,Y
2026-09-05,매일신문,문화,긍정,5,개막,6,8.22,8,73,#6689b1,#6689b1,Y
2026-09-05,매일신문,문화,긍정,6,축제,6,8.22,8,73,#7ca1c6,#7ca1c6,Y
2026-09-05,매일신문,문화,긍정,7,참여,6,8.22,8,73,#92b9db,#92b9db,Y
2026-09-05,매일신문,문화,긍정,8,협력,6,8.22,8,73,#a8d0f0,#a8d0f0,Y
2026-09-05,매일신문,문화,부정,1,테러,8,50.0,2,16,#7a0a12,#7a0a12,Y
2026-09-05,매일신문,문화,부정,2,붕괴,8,50.0,2,16,#f2a6a6,#f2a6a6,Y
