날짜,분석단위,대상,기사수,키워드종수,누적빈도,긍정단어수,긍정총빈도,부정단어수,부정총빈도,감성지수,상위키워드TOP5,대표긍정어TOP3,대표부정어TOP3,인사이트
2026-09-01,카테고리,세계,100,321,6144,7,138,24,326,-40.5,미국(210); 트럼프(175); 대통령(146); 네팔(131); 현지(113),협력(49); 지원(29); 확대(25),전쟁(67); 실종(23); 우려(23),"세계: 기사 100건에서 키워드 321종을 추출했고 상위 키워드는 '미국'(210회), '트럼프'(175회), '대통령'(146회) 순입니다. 감성지수 -40.5로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,카테고리,이슈,100,370,5369,18,269,28,358,-14.2,금리(100); 후보자(92); 의원(86); 대통령(85); 장관(83),상승(43); 투자(39); 증가(30),혐의(38); 비판(31); 논란(27),"이슈: 기사 100건에서 키워드 370종을 추출했고 상위 키워드는 '금리'(100회), '후보자'(92회), '의원'(86회) 순입니다. 감성지수 -14.2로 부정 어휘가 다소 우세합니다."
2026-09-01,카테고리,정치,100,294,6344,10,112,17,358,-52.3,대통령(259); 의원(198); 대표(198); 장관(184); 후보자(175),지원(27); 강화(15); 감사(15),사퇴(84); 비판(44); 논란(37),"정치: 기사 100건에서 키워드 294종을 추출했고 상위 키워드는 '대통령'(259회), '의원'(198회), '대표'(198회) 순입니다. 감성지수 -52.3로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,카테고리,주요뉴스,200,348,5375,15,221,34,439,-33,대통령(138); 장관(125); 의원(90); 후보자(82); 드론(72),상승(35); 증가(29); 확대(27),혐의(62); 실종(28); 수사(27),"주요뉴스: 기사 200건에서 키워드 348종을 추출했고 상위 키워드는 '대통령'(138회), '장관'(125회), '의원'(90회) 순입니다. 감성지수 -33.0로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,데일리안/IT과학,20,100,1795,13,288,0,0,100,국가(63); 전략(56); 부위원장(46); 고객(46); 지원(43),지원(43); 혜택(35); 확대(33),,"데일리안/IT과학: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '국가'(63회), '전략'(56회), '부위원장'(46회) 순입니다. 감성지수 +100.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,데일리안/경제,20,100,1219,11,116,1,9,85.6,브랜드(35); 기술(34); 개발(32); 농촌(30); 공급(25),확대(15); 계약(15); 투자(13),감소(9),"데일리안/경제: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '브랜드'(35회), '기술'(34회), '개발'(32회) 순입니다. 감성지수 +85.6로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,데일리안/문화,20,100,1288,5,71,1,7,82.1,개발(49); 서비스(39); 병원(34); 재활(33); 연구(32),지원(23); 확대(16); 강화(14),위험(7),"데일리안/문화: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '개발'(49회), '서비스'(39회), '병원'(34회) 순입니다. 감성지수 +82.1로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,데일리안/사회,20,100,1012,10,130,5,55,40.5,지원(35); 취업(29); 장애인(21); 사업(21); 훈련(19),지원(35); 취업(29); 고용(13),수사(17); 혐의(15); 도박(9),"데일리안/사회: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '지원'(35회), '취업'(29회), '장애인'(21회) 순입니다. 감성지수 +40.5로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,데일리안/세계,20,100,1414,3,41,8,95,-39.7,대통령(58); 장관(45); 미국(41); 이란(39); 트럼프(39),협력(23); 최대(9); 확대(9),전쟁(18); 실종(15); 압박(13),"데일리안/세계: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '대통령'(58회), '장관'(45회), '미국'(41회) 순입니다. 감성지수 -39.7로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,데일리안/이슈,20,100,984,5,35,5,42,-9.1,금리(41); 시장(25); 청년(22); 네팔(21); 대표(21),고용(8); 상승(8); 최대(7),실종(14); 실업(9); 피해(7),"데일리안/이슈: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '금리'(41회), '시장'(25회), '청년'(22회) 순입니다. 감성지수 -9.1로 부정 어휘가 다소 우세합니다."
2026-09-01,신문사x카테고리,데일리안/정치,20,100,1201,1,6,5,60,-81.8,대통령(58); 국민(40); 의원(36); 정부(35); 대표(33),협력(6),실종(19); 사퇴(18); 피해(9),"데일리안/정치: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '대통령'(58회), '국민'(40회), '의원'(36회) 순입니다. 감성지수 -81.8로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,데일리안/주요뉴스,40,100,1107,5,42,8,63,-20,금리(63); 정책(31); 네팔(29); 인상(24); 청년(23),지원(10); 상승(10); 확대(8),실종(12); 실업(10); 하락(9),"데일리안/주요뉴스: 기사 40건에서 키워드 100종을 추출했고 상위 키워드는 '금리'(63회), '정책'(31회), '네팔'(29회) 순입니다. 감성지수 -20.0로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,매일신문/IT과학,20,100,1519,4,60,1,15,60,기업(37); 미국(33); 매매(33); 자동차(33); 생산(30),투자(20); 증가(18); 확대(14),부담(15),"매일신문/IT과학: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '기업'(37회), '미국'(33회), '매매'(33회) 순입니다. 감성지수 +60.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,매일신문/경제,20,100,1529,12,246,1,9,92.9,투자(46); 최대(37); 지원(37); 기업(36); 금융(35),투자(46); 최대(37); 지원(37),규제(9),"매일신문/경제: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '투자'(46회), '최대'(37회), '지원'(37회) 순입니다. 감성지수 +92.9로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,매일신문/문화,20,100,951,8,71,0,0,100,지역(41); 작가(32); 작품(29); 문화(27); 예술(26),공연(13); 전시(12); 참여(12),,"매일신문/문화: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '지역'(41회), '작가'(32회), '작품'(29회) 순입니다. 감성지수 +100.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,매일신문/사회,20,100,920,7,60,7,57,2.6,지역(42); 교수(39); 지원(28); 의회(25); 지방(24),지원(28); 확보(6); 개선(6),혐의(14); 허위(11); 훼손(8),"매일신문/사회: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '지역'(42회), '교수'(39회), '지원'(28회) 순입니다. 감성지수 +2.6로 긍정과 부정이 비슷한 수준합니다."
2026-09-01,신문사x카테고리,매일신문/세계,20,100,1222,1,11,10,77,-75,네팔(52); 미국(47); 트럼프(46); 시신(46); 현지(37),지원(11),재난(12); 피해(10); 실종(8),"매일신문/세계: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '네팔'(52회), '미국'(47회), '트럼프'(46회) 순입니다. 감성지수 -75.0로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,매일신문/이슈,20,100,1050,4,25,12,107,-62.1,후보자(45); 장관(42); 의원(34); 대표(33); 정치(22),성장(7); 공연(6); 합의(6),논란(19); 비판(16); 혐의(12),"매일신문/이슈: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '후보자'(45회), '장관'(42회), '의원'(34회) 순입니다. 감성지수 -62.1로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,매일신문/정치,20,100,1455,5,41,5,81,-32.8,의원(70); 대통령(68); 장관(60); 후보자(60); 대표(56),강화(10); 지원(9); 참여(8),비판(24); 논란(23); 취소(16),"매일신문/정치: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '의원'(70회), '대통령'(68회), '장관'(60회) 순입니다. 감성지수 -32.8로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,매일신문/주요뉴스,40,100,1084,3,17,12,118,-74.8,대통령(48); 장관(42); 후보자(36); 제청(32); 대표(29),합의(6); 성장(6); 최대(5),논란(19); 취소(14); 혐의(13),"매일신문/주요뉴스: 기사 40건에서 키워드 100종을 추출했고 상위 키워드는 '대통령'(48회), '장관'(42회), '후보자'(36회) 순입니다. 감성지수 -74.8로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,문화일보/IT과학,20,100,1199,9,115,2,18,72.9,기술(38); 반도체(31); 기업(31); 투자(28); 세포(24),투자(28); 협력(17); 지원(12),우려(9); 규제(9),"문화일보/IT과학: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '기술'(38회), '반도체'(31회), '기업'(31회) 순입니다. 감성지수 +72.9로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,문화일보/경제,20,100,1252,4,40,6,66,-24.5,금리(66); 대통령(46); 부동산(33); 정부(33); 미국(32),상승(14); 안전(11); 확대(8),규제(16); 위험(13); 급락(12),"문화일보/경제: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '금리'(66회), '대통령'(46회), '부동산'(33회) 순입니다. 감성지수 -24.5로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,문화일보/문화,20,100,1105,5,52,0,0,100,한국(26); 배터리(25); 서울(23); 전기(23); 음식(21),공연(19); 전시(13); 축제(7),,"문화일보/문화: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '한국'(26회), '배터리'(25회), '서울'(23회) 순입니다. 감성지수 +100.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,문화일보/사회,20,100,882,6,57,5,43,14,안전(27); 정원(24); 교육(20); 경장(17); 문화(17),안전(27); 참여(7); 지원(6),실종(14); 혐의(10); 허위(8),"문화일보/사회: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '안전'(27회), '정원'(24회), '교육'(20회) 순입니다. 감성지수 +14.0로 긍정 어휘가 다소 우세합니다."
2026-09-01,신문사x카테고리,문화일보/세계,20,100,1070,1,8,4,41,-67.3,드론(74); 러시아(28); 공격(22); 현지(22); 자율(21),지원(8),살상(16); 자폭(10); 사고(8),"문화일보/세계: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '드론'(74회), '러시아'(28회), '공격'(22회) 순입니다. 감성지수 -67.3로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,문화일보/이슈,20,100,905,1,5,9,76,-87.7,드론(73); 러시아(28); 경찰(21); 자율(21); 우크라이나(20),확보(5),살상(16); 혐의(13); 흉기(10),"문화일보/이슈: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '드론'(73회), '러시아'(28회), '경찰'(21회) 순입니다. 감성지수 -87.7로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,문화일보/정치,20,100,1255,2,14,3,38,-46.2,대통령(70); 제청(47); 국민(40); 헌법(30); 대표(29),협력(7); 성공(7),사퇴(18); 도산(12); 거부(8),"문화일보/정치: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '대통령'(70회), '제청'(47회), '국민'(40회) 순입니다. 감성지수 -46.2로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,문화일보/주요뉴스,40,100,948,0,0,16,130,-100,드론(72); 러시아(28); 자율(21); 여성(20); 혐의(20),,혐의(20); 살상(16); 사퇴(12),"문화일보/주요뉴스: 기사 40건에서 키워드 100종을 추출했고 상위 키워드는 '드론'(72회), '러시아'(28회), '자율'(21회) 순입니다. 감성지수 -100.0로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,아시아경제/IT과학,20,100,1000,8,78,2,13,71.4,국가(22); 평가(22); 데이터(21); 삼성(21); 드라마(19),혜택(16); 출시(13); 성과(11),재난(7); 해고(6),"아시아경제/IT과학: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '국가'(22회), '평가'(22회), '데이터'(21회) 순입니다. 감성지수 +71.4로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,아시아경제/경제,20,100,1266,9,123,3,29,61.8,시장(47); 기업(35); 기술(34); 투자(32); 금융(31),투자(32); 채용(17); 혜택(14),부담(11); 규제(9); 전쟁(9),"아시아경제/경제: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '시장'(47회), '기업'(35회), '기술'(34회) 순입니다. 감성지수 +61.8로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,아시아경제/문화,20,100,1209,5,53,1,8,73.8,장애인(53); 고객(39); 전기(38); 여행(31); 골프(27),공연(16); 최대(12); 혜택(9),논란(8),"아시아경제/문화: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '장애인'(53회), '고객'(39회), '전기'(38회) 순입니다. 감성지수 +73.8로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,아시아경제/사회,20,100,973,9,78,5,37,35.7,장애인(53); 서울시(17); 시민(17); 관람석(17); 안전(16),안전(16); 혁신(12); 확대(11),규제(9); 제한(9); 혐의(7),"아시아경제/사회: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '장애인'(53회), '서울시'(17회), '시민'(17회) 순입니다. 감성지수 +35.7로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,아시아경제/세계,20,100,1137,5,50,5,58,-7.4,미국(48); 한국(26); 시장(25); 전쟁(23); 현지(23),협력(14); 강화(12); 지원(10),전쟁(23); 규제(13); 부담(8),"아시아경제/세계: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '미국'(48회), '한국'(26회), '시장'(25회) 순입니다. 감성지수 -7.4로 부정 어휘가 다소 우세합니다."
2026-09-01,신문사x카테고리,아시아경제/이슈,20,100,1253,10,122,3,27,63.8,금리(50); 수출(36); 가격(30); 트럼프(29); 미국(28),상승(28); 증가(24); 확대(14),부담(10); 감소(9); 하락(8),"아시아경제/이슈: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '금리'(50회), '수출'(36회), '가격'(30회) 순입니다. 감성지수 +63.8로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,아시아경제/정치,20,100,981,5,33,5,46,-16.5,실장(36); 대표(36); 원내(25); 조세(23); 정부(23),지원(7); 최대(7); 성과(7),사퇴(19); 도산(10); 논란(6),"아시아경제/정치: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '실장'(36회), '대표'(36회), '원내'(25회) 순입니다. 감성지수 -16.5로 부정 어휘가 다소 우세합니다."
2026-09-01,신문사x카테고리,아시아경제/주요뉴스,40,100,1135,7,66,0,0,100,장관(49); 대통령(41); 의원(31); 경제(29); 인사(28),상승(14); 지원(12); 확대(9),,"아시아경제/주요뉴스: 기사 40건에서 키워드 100종을 추출했고 상위 키워드는 '장관'(49회), '대통령'(41회), '의원'(31회) 순입니다. 감성지수 +100.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,조선일보/IT과학,20,100,1488,9,108,3,38,47.9,기술(45); 홍콩(44); 우주(39); 마이크론(33); 지질(33),최대(26); 확대(16); 계약(14),규제(15); 갈등(13); 파업(10),"조선일보/IT과학: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '기술'(45회), '홍콩'(44회), '우주'(39회) 순입니다. 감성지수 +47.9로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,조선일보/경제,20,100,1706,7,166,4,63,45,금리(73); 기업(51); 미국(48); 은행(44); 반도체(40),투자(34); 증가(33); 상승(31),연체(24); 하락(15); 부담(15),"조선일보/경제: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '금리'(73회), '기업'(51회), '미국'(48회) 순입니다. 감성지수 +45.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,조선일보/문화,20,100,829,6,46,0,0,100,공원(27); 사회(24); 자신(23); 용산(20); 대만(19),공연(11); 전시(9); 참여(9),,"조선일보/문화: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '공원'(27회), '사회'(24회), '자신'(23회) 순입니다. 감성지수 +100.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,조선일보/사회,20,100,928,2,23,10,114,-66.4,경찰(36); 간병(24); 혐의(23); 병원(19); 기업(17),취업(12); 채용(11),혐의(23); 수사(16); 실종(16),"조선일보/사회: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '경찰'(36회), '간병'(24회), '혐의'(23회) 순입니다. 감성지수 -66.4로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,조선일보/세계,20,100,1301,2,28,4,55,-32.5,미국(59); 트럼프(58); 이란(43); 일본(28); 대통령(27),확대(16); 협력(12),전쟁(26); 우려(14); 비판(8),"조선일보/세계: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '미국'(59회), '트럼프'(58회), '이란'(43회) 순입니다. 감성지수 -32.5로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,조선일보/이슈,20,100,1177,7,82,10,106,-12.8,후보자(34); 투자(31); 의원(30); 미국(30); 정부(28),투자(31); 참여(11); 확대(10),수사(18); 비판(15); 혐의(13),"조선일보/이슈: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '후보자'(34회), '투자'(31회), '의원'(30회) 순입니다. 감성지수 -12.8로 부정 어휘가 다소 우세합니다."
2026-09-01,신문사x카테고리,조선일보/정치,20,100,1452,2,18,11,133,-76.2,장관(78); 후보자(68); 의원(59); 대통령(47); 대표(44),지원(11); 최고(7),수사(25); 사퇴(19); 취소(13),"조선일보/정치: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '장관'(78회), '후보자'(68회), '의원'(59회) 순입니다. 감성지수 -76.2로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-01,신문사x카테고리,조선일보/주요뉴스,40,100,1101,9,96,11,128,-14.3,반도체(34); 기업(33); 혐의(29); 수출(27); 수사(22),증가(16); 계약(14); 최대(13),혐의(29); 수사(22); 기소(12),"조선일보/주요뉴스: 기사 40건에서 키워드 100종을 추출했고 상위 키워드는 '반도체'(34회), '기업'(33회), '혐의'(29회) 순입니다. 감성지수 -14.3로 부정 어휘가 다소 우세합니다."
