날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-16,매일신문,IT과학,긍정,1,투자,20,21.05,7,95,#0d2b5c,#0d2b5c,Y
2026-09-16,매일신문,IT과학,긍정,2,지원,19,20.0,7,95,#274674,#274674,Y
2026-09-16,매일신문,IT과학,긍정,3,확대,17,17.89,7,95,#41628d,#41628d,Y
2026-09-16,매일신문,IT과학,긍정,4,선정,11,11.58,7,95,#5b7ea6,#5b7ea6,Y
2026-09-16,매일신문,IT과학,긍정,5,안전,10,10.53,7,95,#7499bf,#7499bf,Y
2026-09-16,매일신문,IT과학,긍정,6,강화,9,9.47,7,95,#8eb5d8,#8eb5d8,Y
2026-09-16,매일신문,IT과학,긍정,7,확보,9,9.47,7,95,#a8d0f0,#a8d0f0,Y
2026-09-16,매일신문,IT과학,부정,1,위험,13,43.33,3,30,#7a0a12,#7a0a12,Y
2026-09-16,매일신문,IT과학,부정,2,규제,9,30.0,3,30,#b6585c,#b6585c,Y
2026-09-16,매일신문,IT과학,부정,3,유출,8,26.67,3,30,#f2a6a6,#f2a6a6,Y
