날짜,분석단위,대상,기사수,키워드종수,누적빈도,긍정단어수,긍정총빈도,부정단어수,부정총빈도,감성지수,상위키워드TOP5,대표긍정어TOP3,대표부정어TOP3,인사이트
2026-09-24,종합,전체,900,1441,51464,44,2154,47,1716,11.3,대통령(1121); 미국(703); 추석(639); 조사(458); 트럼프(454),투자(203); 최고(185); 지원(179),수사(201); 사고(198); 폭발(130),"전체: 기사 900건에서 키워드 1441종을 추출했고 상위 키워드는 '대통령'(1121회), '미국'(703회), '추석'(639회) 순입니다. 감성지수 +11.3로 긍정 어휘가 다소 우세합니다."
2026-09-24,신문사,데일리안,180,468,11204,19,576,19,368,22.0,추석(256); 데일리안(178); 정부(150); 연휴(149); 대통령(142),최고(91); 성장(54); 지원(53),사고(44); 폭발(43); 수사(40),"데일리안: 기사 180건에서 키워드 468종을 추출했고 상위 키워드는 '추석'(256회), '데일리안'(178회), '정부'(150회) 순입니다. 감성지수 +22.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-24,신문사,매일신문,180,518,11387,22,473,21,482,-0.9,대통령(251); 미국(152); 북한(146); 추석(144); 조사(142),최대(66); 평화(59); 공연(44),사고(106); 폭발(47); 실종(45),"매일신문: 기사 180건에서 키워드 518종을 추출했고 상위 키워드는 '대통령'(251회), '미국'(152회), '북한'(146회) 순입니다. 감성지수 -0.9로 긍정과 부정이 비슷한 수준합니다."
2026-09-24,신문사,문화일보,180,490,7753,23,314,20,236,14.2,대통령(219); 지역(107); 의원(91); 한국(86); 서울(81),공연(43); 지원(30); 혜택(24),수사(41); 비판(29); 도박(27),"문화일보: 기사 180건에서 키워드 490종을 추출했고 상위 키워드는 '대통령'(219회), '지역'(107회), '의원'(91회) 순입니다. 감성지수 +14.2로 긍정 어휘가 다소 우세합니다."
2026-09-24,신문사,아시아경제,180,525,10515,26,583,10,108,68.7,대통령(177); 기업(168); 추석(130); 미국(125); 한국(122),지원(74); 최고(62); 투자(52),부실(15); 위기(14); 위험(13),"아시아경제: 기사 180건에서 키워드 525종을 추출했고 상위 키워드는 '대통령'(177회), '기업'(168회), '추석'(130회) 순입니다. 감성지수 +68.7로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-24,신문사,조선일보,180,508,10605,13,208,23,522,-43.0,대통령(332); 미국(233); 중국(199); 트럼프(150); 한국(135),투자(59); 안전(51); 성장(13),수사(95); 취소(56); 전쟁(45),"조선일보: 기사 180건에서 키워드 508종을 추출했고 상위 키워드는 '대통령'(332회), '미국'(233회), '중국'(199회) 순입니다. 감성지수 -43.0로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-24,카테고리,IT과학,100,315,6442,14,339,8,102,53.7,모델(179); 보안(140); 기업(125); 개발(105); 데이터(101),혜택(61); 지원(50); 안전(37),위험(33); 사고(19); 위협(9),"IT과학: 기사 100건에서 키워드 315종을 추출했고 상위 키워드는 '모델'(179회), '보안'(140회), '기업'(125회) 순입니다. 감성지수 +53.7로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-24,카테고리,경제,100,350,6374,17,392,6,101,59.0,추석(155); 시장(115); 연휴(112); 금융(95); 대출(91),확대(46); 투자(45); 최대(41),부담(34); 규제(20); 사망(17),"경제: 기사 100건에서 키워드 350종을 추출했고 상위 키워드는 '추석'(155회), '시장'(115회), '연휴'(112회) 순입니다. 감성지수 +59.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-24,카테고리,문화,100,384,5867,15,334,4,32,82.5,추석(160); 연휴(93); 전시(90); 지역(83); 서울(77),전시(90); 공연(57); 최대(46),감소(12); 감염(8); 경색(7),"문화: 기사 100건에서 키워드 384종을 추출했고 상위 키워드는 '추석'(160회), '연휴'(93회), '전시'(90회) 순입니다. 감성지수 +82.5로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-24,카테고리,사회,100,376,5781,12,181,21,329,-29.0,조사(124); 추석(119); 연휴(109); 사건(94); 서울(92),공연(34); 안전(34); 지원(25),수사(49); 실종(38); 취소(33),"사회: 기사 100건에서 키워드 376종을 추출했고 상위 키워드는 '조사'(124회), '추석'(119회), '연휴'(109회) 순입니다. 감성지수 -29.0로 부정 어휘가 뚜렷하게 우세합니다."
