날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-19,데일리안,주요뉴스,긍정,1,상승,17,16.83,8,101,#0d2b5c,#0d2b5c,Y
2026-09-19,데일리안,주요뉴스,긍정,2,확대,15,14.85,8,101,#234271,#234271,Y
2026-09-19,데일리안,주요뉴스,긍정,3,상장,13,12.87,8,101,#395a86,#395a86,Y
2026-09-19,데일리안,주요뉴스,긍정,4,투자,12,11.88,8,101,#4f729b,#4f729b,Y
2026-09-19,데일리안,주요뉴스,긍정,5,금메달,12,11.88,8,101,#6689b1,#6689b1,Y
2026-09-19,데일리안,주요뉴스,긍정,6,계약,12,11.88,8,101,#7ca1c6,#7ca1c6,Y
2026-09-19,데일리안,주요뉴스,긍정,7,기대,11,10.89,8,101,#92b9db,#92b9db,Y
2026-09-19,데일리안,주요뉴스,긍정,8,최고,9,8.91,8,101,#a8d0f0,#a8d0f0,Y
2026-09-19,데일리안,주요뉴스,부정,1,취소,26,28.26,6,92,#7a0a12,#7a0a12,Y
2026-09-19,데일리안,주요뉴스,부정,2,논란,17,18.48,6,92,#922930,#922930,Y
2026-09-19,데일리안,주요뉴스,부정,3,부담,15,16.3,6,92,#aa484d,#aa484d,Y
2026-09-19,데일리안,주요뉴스,부정,4,제한,12,13.04,6,92,#c2686b,#c2686b,Y
2026-09-19,데일리안,주요뉴스,부정,5,조작,11,11.96,6,92,#da8788,#da8788,Y
2026-09-19,데일리안,주요뉴스,부정,6,하락,11,11.96,6,92,#f2a6a6,#f2a6a6,Y
