날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-13,데일리안,경제,긍정,1,투자,31,25.0,7,124,#0d2b5c,#0d2b5c,Y
2026-09-13,데일리안,경제,긍정,2,상장,21,16.94,7,124,#274674,#274674,Y
2026-09-13,데일리안,경제,긍정,3,상승,19,15.32,7,124,#41628d,#41628d,Y
2026-09-13,데일리안,경제,긍정,4,확대,14,11.29,7,124,#5b7ea6,#5b7ea6,Y
2026-09-13,데일리안,경제,긍정,5,확보,14,11.29,7,124,#7499bf,#7499bf,Y
2026-09-13,데일리안,경제,긍정,6,협력,13,10.48,7,124,#8eb5d8,#8eb5d8,Y
2026-09-13,데일리안,경제,긍정,7,증가,12,9.68,7,124,#a8d0f0,#a8d0f0,Y
2026-09-13,데일리안,경제,부정,1,하락,12,36.36,3,33,#7a0a12,#7a0a12,Y
2026-09-13,데일리안,경제,부정,2,규제,11,33.33,3,33,#b6585c,#b6585c,Y
2026-09-13,데일리안,경제,부정,3,부담,10,30.3,3,33,#f2a6a6,#f2a6a6,Y
