날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-15,아시아경제,주요뉴스,긍정,1,혁신,19,15.83,10,120,#0d2b5c,#0d2b5c,Y
2026-09-15,아시아경제,주요뉴스,긍정,2,투자,16,13.33,10,120,#1e3d6c,#1e3d6c,Y
2026-09-15,아시아경제,주요뉴스,긍정,3,확대,15,12.5,10,120,#2f4f7d,#2f4f7d,Y
2026-09-15,아시아경제,주요뉴스,긍정,4,지원,13,10.83,10,120,#41628d,#41628d,Y
2026-09-15,아시아경제,주요뉴스,긍정,5,확보,13,10.83,10,120,#52749e,#52749e,Y
2026-09-15,아시아경제,주요뉴스,긍정,6,상생,10,8.33,10,120,#6387ae,#6387ae,Y
2026-09-15,아시아경제,주요뉴스,긍정,7,증가,9,7.5,10,120,#7499bf,#7499bf,Y
2026-09-15,아시아경제,주요뉴스,긍정,8,성장,9,7.5,10,120,#86accf,#86accf,Y
2026-09-15,아시아경제,주요뉴스,긍정,9,돌파,8,6.67,10,120,#97bee0,#97bee0,Y
2026-09-15,아시아경제,주요뉴스,긍정,10,유치,8,6.67,10,120,#a8d0f0,#a8d0f0,Y
2026-09-15,아시아경제,주요뉴스,부정,1,규제,18,26.87,5,67,#7a0a12,#7a0a12,Y
2026-09-15,아시아경제,주요뉴스,부정,2,유출,15,22.39,5,67,#983137,#983137,Y
2026-09-15,아시아경제,주요뉴스,부정,3,사고,14,20.9,5,67,#b6585c,#b6585c,Y
2026-09-15,아시아경제,주요뉴스,부정,4,부담,11,16.42,5,67,#d47f81,#d47f81,Y
2026-09-15,아시아경제,주요뉴스,부정,5,우려,9,13.43,5,67,#f2a6a6,#f2a6a6,Y
