날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-02,조선일보,IT과학,긍정,1,확대,20,18.87,8,106,#0d2b5c,#0d2b5c,Y
2026-09-02,조선일보,IT과학,긍정,2,혁신,18,16.98,8,106,#234271,#234271,Y
2026-09-02,조선일보,IT과학,긍정,3,투자,16,15.09,8,106,#395a86,#395a86,Y
2026-09-02,조선일보,IT과학,긍정,4,최대,13,12.26,8,106,#4f729b,#4f729b,Y
2026-09-02,조선일보,IT과학,긍정,5,확보,12,11.32,8,106,#6689b1,#6689b1,Y
2026-09-02,조선일보,IT과학,긍정,6,계약,10,9.43,8,106,#7ca1c6,#7ca1c6,Y
2026-09-02,조선일보,IT과학,긍정,7,성장,9,8.49,8,106,#92b9db,#92b9db,Y
2026-09-02,조선일보,IT과학,긍정,8,최고,8,7.55,8,106,#a8d0f0,#a8d0f0,Y
2026-09-02,조선일보,IT과학,부정,1,규제,22,61.11,2,36,#7a0a12,#7a0a12,Y
2026-09-02,조선일보,IT과학,부정,2,반대,14,38.89,2,36,#f2a6a6,#f2a6a6,Y
