날짜,분석단위,대상,기사수,키워드종수,누적빈도,긍정단어수,긍정총빈도,부정단어수,부정총빈도,감성지수,상위키워드TOP5,대표긍정어TOP3,대표부정어TOP3,인사이트
2026-09-19,종합,전체,899,1437,49191,47,2310,55,2107,4.6,대통령(1104); 미국(731); 한국(549); 시장(457); 서울(446),투자(214); 확대(207); 최고(163),취소(255); 논란(178); 수사(135),"전체: 기사 899건에서 키워드 1437종을 추출했고 상위 키워드는 '대통령'(1104회), '미국'(731회), '한국'(549회) 순입니다. 감성지수 +4.6로 긍정과 부정이 비슷한 수준합니다."
2026-09-19,신문사,데일리안,180,477,11261,28,607,22,515,8.2,대통령(302); 데일리안(222); 국민(159); 후보자(159); 서울(144),확대(80); 투자(67); 상장(53),취소(89); 논란(71); 부담(48),"데일리안: 기사 180건에서 키워드 477종을 추출했고 상위 키워드는 '대통령'(302회), '데일리안'(222회), '국민'(159회) 순입니다. 감성지수 +8.2로 긍정 어휘가 다소 우세합니다."
2026-09-19,신문사,매일신문,180,499,9571,22,452,28,553,-10.0,대통령(185); 장관(142); 지역(105); 미국(104); 사업(86),최고(70); 투자(48); 확대(33),취소(61); 논란(50); 재판(44),"매일신문: 기사 180건에서 키워드 499종을 추출했고 상위 키워드는 '대통령'(185회), '장관'(142회), '지역'(105회) 순입니다. 감성지수 -10.0로 부정 어휘가 다소 우세합니다."
2026-09-19,신문사,문화일보,180,526,8321,18,378,33,436,-7.1,미국(129); 대통령(117); 한국(112); 시장(81); 자신(76),지원(50); 확대(42); 협력(35),혐의(49); 수사(46); 전쟁(40),"문화일보: 기사 180건에서 키워드 526종을 추출했고 상위 키워드는 '미국'(129회), '대통령'(117회), '한국'(112회) 순입니다. 감성지수 -7.1로 부정 어휘가 다소 우세합니다."
2026-09-19,신문사,아시아경제,180,514,9637,28,564,16,229,42.2,대통령(170); 미국(157); 중국(114); 시장(112); 배당(106),배당(106); 출시(47); 개최(41),전쟁(40); 우려(32); 취소(23),"아시아경제: 기사 180건에서 키워드 514종을 추출했고 상위 키워드는 '대통령'(170회), '미국'(157회), '중국'(114회) 순입니다. 감성지수 +42.2로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-19,신문사,조선일보,179,497,10401,18,309,22,374,-9.5,대통령(330); 한국(228); 미국(227); 일본(173); 중국(148),투자(66); 상승(36); 확대(28),취소(62); 논란(31); 조작(28),"조선일보: 기사 179건에서 키워드 497종을 추출했고 상위 키워드는 '대통령'(330회), '한국'(228회), '미국'(227회) 순입니다. 감성지수 -9.5로 부정 어휘가 다소 우세합니다."
2026-09-19,카테고리,IT과학,100,307,6599,17,369,5,88,61.5,게임(140); 기술(140); 기업(126); 개발(121); 아이폰(110),출시(57); 투자(49); 확대(40),규제(30); 위험(21); 유출(17),"IT과학: 기사 100건에서 키워드 307종을 추출했고 상위 키워드는 '게임'(140회), '기술'(140회), '기업'(126회) 순입니다. 감성지수 +61.5로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-19,카테고리,경제,100,342,6677,18,559,11,178,51.7,가격(190); 시장(136); 미국(128); 국내(90); 사업(88),최고(85); 상승(64); 확대(56),부담(34); 하락(26); 전쟁(21),"경제: 기사 100건에서 키워드 342종을 추출했고 상위 키워드는 '가격'(190회), '시장'(136회), '미국'(128회) 순입니다. 감성지수 +51.7로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-19,카테고리,문화,100,402,5203,15,219,9,62,55.9,세계(78); 사회(61); 자신(60); 영화(56); 티보(50),전시(43); 공연(38); 지원(22),감소(11); 위험(9); 전쟁(8),"문화: 기사 100건에서 키워드 402종을 추출했고 상위 키워드는 '세계'(78회), '사회'(61회), '자신'(60회) 순입니다. 감성지수 +55.9로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-19,카테고리,사회,99,395,4866,16,225,25,365,-23.7,서울(96); 정원(64); 혐의(57); 후보자(54); 지역(52),개최(41); 유치(26); 협력(26),혐의(57); 마약(44); 수사(41),"사회: 기사 99건에서 키워드 395종을 추출했고 상위 키워드는 '서울'(96회), '정원'(64회), '혐의'(57회) 순입니다. 감성지수 -23.7로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-19,카테고리,세계,100,326,5675,14,154,17,212,-15.8,미국(175); 한국(164); 이란(130); 중국(115); 나고야(101),금메달(41); 확보(23); 확대(14),전쟁(45); 사고(17); 논란(15),"세계: 기사 100건에서 키워드 326종을 추출했고 상위 키워드는 '미국'(175회), '한국'(164회), '이란'(130회) 순입니다. 감성지수 -15.8로 부정 어휘가 다소 우세합니다."
2026-09-19,카테고리,이슈,100,366,5785,13,231,25,287,-10.8,대통령(154); 미국(118); 서울(101); 시장(90); 장관(79),투자(48); 상승(44); 배당(35),논란(37); 취소(33); 실종(20),"이슈: 기사 100건에서 키워드 366종을 추출했고 상위 키워드는 '대통령'(154회), '미국'(118회), '서울'(101회) 순입니다. 감성지수 -10.8로 부정 어휘가 다소 우세합니다."
2026-09-19,카테고리,정치,100,281,8344,19,291,13,533,-29.4,대통령(563); 국민(255); 회견(195); 공소(145); 후보자(140),투자(30); 평화(28); 확대(28),취소(129); 논란(67); 재판(52),"정치: 기사 100건에서 키워드 281종을 추출했고 상위 키워드는 '대통령'(563회), '국민'(255회), '회견'(195회) 순입니다. 감성지수 -29.4로 부정 어휘가 뚜렷하게 우세합니다."
