날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-13,조선일보,사회,긍정,1,인정,6,26.09,5,23,#0d2b5c,#0d2b5c,Y
2026-09-13,조선일보,사회,긍정,2,평화,5,21.74,5,23,#345481,#345481,Y
2026-09-13,조선일보,사회,긍정,3,지원,4,17.39,5,23,#5b7ea6,#5b7ea6,Y
2026-09-13,조선일보,사회,긍정,4,구제,4,17.39,5,23,#82a7cb,#82a7cb,Y
2026-09-13,조선일보,사회,긍정,5,안전,4,17.39,5,23,#a8d0f0,#a8d0f0,Y
2026-09-13,조선일보,사회,부정,1,혐의,29,18.71,18,155,#7a0a12,#7a0a12,Y
2026-09-13,조선일보,사회,부정,2,사고,15,9.68,18,155,#81131b,#871b22,Y
2026-09-13,조선일보,사회,부정,3,전쟁,13,8.39,18,155,#881c23,#942c33,Y
2026-09-13,조선일보,사회,부정,4,징역,11,7.1,18,155,#8f262c,#a23e43,Y
2026-09-13,조선일보,사회,부정,5,청탁,9,5.81,18,155,#962f35,#af4f54,Y
2026-09-13,조선일보,사회,부정,6,불법,9,5.81,18,155,#9d383e,#bd6164,Y
2026-09-13,조선일보,사회,부정,7,구속,8,5.16,18,155,#a44146,#ca7275,Y
2026-09-13,조선일보,사회,부정,8,위반,8,5.16,18,155,#ab4a4f,#d88485,Y
2026-09-13,조선일보,사회,부정,9,반대,7,4.52,18,155,#b25358,#e59596,Y
2026-09-13,조선일보,사회,부정,10,기소,7,4.52,18,155,#ba5d60,#f2a6a6,Y
2026-09-13,조선일보,사회,부정,11,뇌물,6,3.87,18,155,#c16669,,N
2026-09-13,조선일보,사회,부정,12,수사,6,3.87,18,155,#c86f72,,N
2026-09-13,조선일보,사회,부정,13,의혹,5,3.23,18,155,#cf787a,,N
2026-09-13,조선일보,사회,부정,14,고발,5,3.23,18,155,#d68183,,N
2026-09-13,조선일보,사회,부정,15,유출,5,3.23,18,155,#dd8a8c,,N
2026-09-13,조선일보,사회,부정,16,거부,4,2.58,18,155,#e49495,,N
2026-09-13,조선일보,사회,부정,17,논란,4,2.58,18,155,#eb9d9d,,N
2026-09-13,조선일보,사회,부정,18,체포,4,2.58,18,155,#f2a6a6,,N
