날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-11,데일리안,경제,긍정,1,확대,32,21.19,7,151,#0d2b5c,#0d2b5c,Y
2026-09-11,데일리안,경제,긍정,2,투자,29,19.21,7,151,#274674,#274674,Y
2026-09-11,데일리안,경제,긍정,3,증가,29,19.21,7,151,#41628d,#41628d,Y
2026-09-11,데일리안,경제,긍정,4,확보,19,12.58,7,151,#5b7ea6,#5b7ea6,Y
2026-09-11,데일리안,경제,긍정,5,개선,17,11.26,7,151,#7499bf,#7499bf,Y
2026-09-11,데일리안,경제,긍정,6,상승,14,9.27,7,151,#8eb5d8,#8eb5d8,Y
2026-09-11,데일리안,경제,긍정,7,완화,11,7.28,7,151,#a8d0f0,#a8d0f0,Y
2026-09-11,데일리안,경제,부정,1,부담,25,46.3,3,54,#7a0a12,#7a0a12,Y
2026-09-11,데일리안,경제,부정,2,규제,16,29.63,3,54,#b6585c,#b6585c,Y
2026-09-11,데일리안,경제,부정,3,하락,13,24.07,3,54,#f2a6a6,#f2a6a6,Y
