날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-02,문화일보,정치,긍정,1,동맹,7,28.0,4,25,#0d2b5c,#0d2b5c,Y
2026-09-02,문화일보,정치,긍정,2,강화,6,24.0,4,25,#41628d,#41628d,Y
2026-09-02,문화일보,정치,긍정,3,최고,6,24.0,4,25,#7499bf,#7499bf,Y
2026-09-02,문화일보,정치,긍정,4,상승,6,24.0,4,25,#a8d0f0,#a8d0f0,Y
2026-09-02,문화일보,정치,부정,1,재판,14,16.67,9,84,#7a0a12,#7a0a12,Y
2026-09-02,문화일보,정치,부정,2,취소,13,15.48,9,84,#891e25,#891e25,Y
2026-09-02,문화일보,정치,부정,3,수사,13,15.48,9,84,#983137,#983137,Y
2026-09-02,문화일보,정치,부정,4,기소,8,9.52,9,84,#a7454a,#a7454a,Y
2026-09-02,문화일보,정치,부정,5,전쟁,8,9.52,9,84,#b6585c,#b6585c,Y
2026-09-02,문화일보,정치,부정,6,조작,7,8.33,9,84,#c56c6f,#c56c6f,Y
2026-09-02,문화일보,정치,부정,7,사퇴,7,8.33,9,84,#d47f81,#d47f81,Y
2026-09-02,문화일보,정치,부정,8,비판,7,8.33,9,84,#e39394,#e39394,Y
2026-09-02,문화일보,정치,부정,9,폐지,7,8.33,9,84,#f2a6a6,#f2a6a6,Y
