날짜,분석단위,대상,기사수,키워드종수,누적빈도,긍정단어수,긍정총빈도,부정단어수,부정총빈도,감성지수,상위키워드TOP5,대표긍정어TOP3,대표부정어TOP3,인사이트
2026-09-14,종합,전체,900,1426,50706,50,2381,45,2060,7.2,후보자(924); 대통령(670); 장관(561); 서울(514); 대표(509),지원(285); 참여(185); 확대(177),사퇴(249); 수사(192); 의혹(172),"전체: 기사 900건에서 키워드 1426종을 추출했고 상위 키워드는 '후보자'(924회), '대통령'(670회), '장관'(561회) 순입니다. 감성지수 +7.2로 긍정 어휘가 다소 우세합니다."
2026-09-14,신문사,데일리안,180,456,11749,23,558,21,564,-0.5,후보자(275); 대표(193); 의원(188); 장관(173); 데일리안(172),지원(76); 상승(51); 참여(46),수사(83); 사퇴(68); 부담(56),"데일리안: 기사 180건에서 키워드 456종을 추출했고 상위 키워드는 '후보자'(275회), '대표'(193회), '의원'(188회) 순입니다. 감성지수 -0.5로 긍정과 부정이 비슷한 수준합니다."
2026-09-14,신문사,매일신문,180,504,11032,20,362,20,522,-18.1,후보자(334); 장관(189); 대통령(183); 기업(154); 감독(115),투자(52); 구제(31); 지원(29),사퇴(84); 논란(59); 의혹(53),"매일신문: 기사 180건에서 키워드 504종을 추출했고 상위 키워드는 '후보자'(334회), '장관'(189회), '대통령'(183회) 순입니다. 감성지수 -18.1로 부정 어휘가 다소 우세합니다."
2026-09-14,신문사,문화일보,180,520,8659,27,523,18,263,33.1,공개(87); 후보자(85); 감독(84); 참여(79); 가능(78),참여(79); 지원(72); 안전(42),사퇴(45); 전쟁(44); 의혹(22),"문화일보: 기사 180건에서 키워드 520종을 추출했고 상위 키워드는 '공개'(87회), '후보자'(85회), '감독'(84회) 순입니다. 감성지수 +33.1로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-14,신문사,아시아경제,180,525,9131,28,539,16,262,34.6,미국(130); 한국(105); 대통령(98); 기업(90); 서울(88),확대(62); 참여(51); 지원(50),하락(43); 부담(39); 수사(27),"아시아경제: 기사 180건에서 키워드 525종을 추출했고 상위 키워드는 '미국'(130회), '한국'(105회), '대통령'(98회) 순입니다. 감성지수 +34.6로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-14,신문사,조선일보,180,496,10135,17,399,25,449,-5.9,후보자(220); 서울(159); 대통령(158); 의원(148); 대표(142),지원(58); 최대(44); 협력(43),수사(82); 사퇴(52); 의혹(52),"조선일보: 기사 180건에서 키워드 496종을 추출했고 상위 키워드는 '후보자'(220회), '서울'(159회), '대통령'(158회) 순입니다. 감성지수 -5.9로 부정 어휘가 다소 우세합니다."
2026-09-14,카테고리,IT과학,100,326,6774,17,519,9,85,71.9,기업(178); 서비스(140); 기술(130); 개발(118); 연구(114),지원(73); 확대(51); 참여(47),위협(17); 제한(10); 격차(9),"IT과학: 기사 100건에서 키워드 326종을 추출했고 상위 키워드는 '기업'(178회), '서비스'(140회), '기술'(130회) 순입니다. 감성지수 +71.9로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-14,카테고리,경제,100,344,6164,23,409,6,95,62.3,시장(111); 기업(110); 금융(98); 회장(79); 거래(71),확대(50); 상승(44); 투자(32),규제(27); 부담(27); 제한(15),"경제: 기사 100건에서 키워드 344종을 추출했고 상위 키워드는 '시장'(111회), '기업'(110회), '금융'(98회) 순입니다. 감성지수 +62.3로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-14,카테고리,문화,100,397,5737,17,231,4,31,76.3,감독(129); 영화(127); 한국(111); 지역(72); 문화(56),수상(32); 참여(24); 전시(24),전쟁(16); 해고(6); 위험(5),"문화: 기사 100건에서 키워드 397종을 추출했고 상위 키워드는 '감독'(129회), '영화'(127회), '한국'(111회) 순입니다. 감성지수 +76.3로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-14,카테고리,사회,100,368,5374,18,421,13,132,52.3,사업(106); 지역(101); 주민(77); 지원(71); 운영(63),지원(71); 축제(53); 참여(51),수사(19); 혐의(16); 흉기(13),"사회: 기사 100건에서 키워드 368종을 추출했고 상위 키워드는 '사업'(106회), '지역'(101회), '주민'(77회) 순입니다. 감성지수 +52.3로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-14,카테고리,세계,100,329,6443,14,252,19,253,-0.2,미국(210); 트럼프(193); 대통령(169); 한국(139); 이란(137),협력(43); 최대(39); 합의(28),전쟁(62); 사고(18); 압박(18),"세계: 기사 100건에서 키워드 329종을 추출했고 상위 키워드는 '미국'(210회), '트럼프'(193회), '대통령'(169회) 순입니다. 감성지수 -0.2로 긍정과 부정이 비슷한 수준합니다."
2026-09-14,카테고리,이슈,100,353,5949,12,164,17,289,-27.6,후보자(158); 가능(101); 서울(100); 의원(98); 장관(97),확대(24); 상승(21); 지원(21),사퇴(35); 부담(31); 수사(28),"이슈: 기사 100건에서 키워드 353종을 추출했고 상위 키워드는 '후보자'(158회), '가능'(101회), '서울'(100회) 순입니다. 감성지수 -27.6로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-14,카테고리,정치,100,297,8060,10,178,26,742,-61.3,후보자(420); 대통령(265); 장관(229); 의원(219); 대표(205),지원(41); 참여(34); 안전(22),사퇴(128); 수사(110); 의혹(82),"정치: 기사 100건에서 키워드 297종을 추출했고 상위 키워드는 '후보자'(420회), '대통령'(265회), '장관'(229회) 순입니다. 감성지수 -61.3로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-14,카테고리,주요뉴스,200,350,6205,16,207,20,433,-35.3,후보자(253); 대통령(149); 서울(135); 장관(130); 대표(118),확대(34); 상승(24); 투자(20),사퇴(81); 하락(57); 의혹(51),"주요뉴스: 기사 200건에서 키워드 350종을 추출했고 상위 키워드는 '후보자'(253회), '대통령'(149회), '서울'(135회) 순입니다. 감성지수 -35.3로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-14,신문사x카테고리,데일리안/IT과학,20,100,1649,8,166,1,9,89.7,젠지(68); 서비스(67); 한화생명(62); 세트(44); 게임(37),우승(37); 지원(32); 성장(23),격차(9),"데일리안/IT과학: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '젠지'(68회), '서비스'(67회), '한화생명'(62회) 순입니다. 감성지수 +89.7로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-14,신문사x카테고리,데일리안/경제,20,100,1669,6,87,3,60,18.4,거래(50); 시장(44); 대출(43); 가격(36); 금융(35),상승(23); 증가(16); 확대(15),규제(27); 부담(18); 제한(15),"데일리안/경제: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '거래'(50회), '시장'(44회), '대출'(43회) 순입니다. 감성지수 +18.4로 긍정 어휘가 다소 우세합니다."
2026-09-14,신문사x카테고리,데일리안/문화,20,100,1458,7,81,0,0,100.0,지역(39); 부산(34); 매장(33); 주행(31); 데이터(31),협력(17); 참여(12); 안전(12),,"데일리안/문화: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '지역'(39회), '부산'(34회), '매장'(33회) 순입니다. 감성지수 +100.0로 긍정 어휘가 뚜렷하게 우세합니다."
