날짜,언론사,카테고리,기사수,상위키워드,인사이트,생성시각,상태,키워드종수,긍정총빈도,부정총빈도,감성지수
2026-09-17,매일신문,주요뉴스,40,의원(46); 착공(31); 대통령(30); 사업(30); 인상(29),"2026-09-17 매일신문(주요뉴스) 기사 40건 분석 결과, 상위 키워드는 '의원'(46회), '착공'(31회), '대통령'(30회), '사업'(30회), '인상'(29회) 순으로 나타났습니다. 특히 '의원' 관련 이슈가 가장 두드러졌으며, 대표 헤드라인은 """"李대통령 방북대가로 北에 돈 건너가"" 한동훈, '혐의없음' 불송치"" 입니다.",2026-09-17 09:04:59,성공,100,33,45,-15.4
