날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-09,데일리안,IT과학,긍정,1,지원,9,36.0,3,25,#0d2b5c,#0d2b5c,Y
2026-09-09,데일리안,IT과학,긍정,2,출시,8,32.0,3,25,#5b7ea6,#5b7ea6,Y
2026-09-09,데일리안,IT과학,긍정,3,협약,8,32.0,3,25,#a8d0f0,#a8d0f0,Y
2026-09-09,데일리안,IT과학,부정,1,유출,21,19.44,7,108,#7a0a12,#7a0a12,Y
2026-09-09,데일리안,IT과학,부정,2,허위,18,16.67,7,108,#8e242a,#8e242a,Y
2026-09-09,데일리안,IT과학,부정,3,조작,18,16.67,7,108,#a23e43,#a23e43,Y
2026-09-09,데일리안,IT과학,부정,4,사고,15,13.89,7,108,#b6585c,#b6585c,Y
2026-09-09,데일리안,IT과학,부정,5,규제,14,12.96,7,108,#ca7275,#ca7275,Y
2026-09-09,데일리안,IT과학,부정,6,제재,14,12.96,7,108,#de8c8e,#de8c8e,Y
2026-09-09,데일리안,IT과학,부정,7,중단,8,7.41,7,108,#f2a6a6,#f2a6a6,Y
