날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-07,매일신문,주요뉴스,긍정,1,지원,8,100.0,1,8,#0d2b5c,#0d2b5c,Y
2026-09-07,매일신문,주요뉴스,부정,1,논란,22,20.18,10,109,#7a0a12,#7a0a12,Y
2026-09-07,매일신문,주요뉴스,부정,2,비판,13,11.93,10,109,#871b22,#871b22,Y
2026-09-07,매일신문,주요뉴스,부정,3,의혹,13,11.93,10,109,#942c33,#942c33,Y
2026-09-07,매일신문,주요뉴스,부정,4,반대,11,10.09,10,109,#a23e43,#a23e43,Y
2026-09-07,매일신문,주요뉴스,부정,5,사퇴,10,9.17,10,109,#af4f54,#af4f54,Y
2026-09-07,매일신문,주요뉴스,부정,6,부실,8,7.34,10,109,#bd6164,#bd6164,Y
2026-09-07,매일신문,주요뉴스,부정,7,벌금,8,7.34,10,109,#ca7275,#ca7275,Y
2026-09-07,매일신문,주요뉴스,부정,8,범죄,8,7.34,10,109,#d88485,#d88485,Y
2026-09-07,매일신문,주요뉴스,부정,9,청탁,8,7.34,10,109,#e59596,#e59596,Y
2026-09-07,매일신문,주요뉴스,부정,10,수사,8,7.34,10,109,#f2a6a6,#f2a6a6,Y
