날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-14,조선일보,IT과학,긍정,1,안전,28,28.87,7,97,#0d2b5c,#0d2b5c,Y
2026-09-14,조선일보,IT과학,긍정,2,투자,17,17.53,7,97,#274674,#274674,Y
2026-09-14,조선일보,IT과학,긍정,3,출시,13,13.4,7,97,#41628d,#41628d,Y
2026-09-14,조선일보,IT과학,긍정,4,최대,10,10.31,7,97,#5b7ea6,#5b7ea6,Y
2026-09-14,조선일보,IT과학,긍정,5,성장,10,10.31,7,97,#7499bf,#7499bf,Y
2026-09-14,조선일보,IT과학,긍정,6,완화,10,10.31,7,97,#8eb5d8,#8eb5d8,Y
2026-09-14,조선일보,IT과학,긍정,7,확보,9,9.28,7,97,#a8d0f0,#a8d0f0,Y
2026-09-14,조선일보,IT과학,부정,1,위협,10,18.87,6,53,#7a0a12,#7a0a12,Y
2026-09-14,조선일보,IT과학,부정,2,제한,10,18.87,6,53,#922930,#922930,Y
2026-09-14,조선일보,IT과학,부정,3,우려,9,16.98,6,53,#aa484d,#aa484d,Y
2026-09-14,조선일보,IT과학,부정,4,소송,8,15.09,6,53,#c2686b,#c2686b,Y
2026-09-14,조선일보,IT과학,부정,5,부담,8,15.09,6,53,#da8788,#da8788,Y
2026-09-14,조선일보,IT과학,부정,6,위험,8,15.09,6,53,#f2a6a6,#f2a6a6,Y
