날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-17,조선일보,정치,긍정,1,협력,23,35.38,5,65,#0d2b5c,#0d2b5c,Y
2026-09-17,조선일보,정치,긍정,2,성공,13,20.0,5,65,#345481,#345481,Y
2026-09-17,조선일보,정치,긍정,3,최대,10,15.38,5,65,#5b7ea6,#5b7ea6,Y
2026-09-17,조선일보,정치,긍정,4,확대,10,15.38,5,65,#82a7cb,#82a7cb,Y
2026-09-17,조선일보,정치,긍정,5,참여,9,13.85,5,65,#a8d0f0,#a8d0f0,Y
2026-09-17,조선일보,정치,부정,1,반대,17,25.0,5,68,#7a0a12,#7a0a12,Y
2026-09-17,조선일보,정치,부정,2,수사,17,25.0,5,68,#983137,#983137,Y
2026-09-17,조선일보,정치,부정,3,의혹,15,22.06,5,68,#b6585c,#b6585c,Y
2026-09-17,조선일보,정치,부정,4,실패,10,14.71,5,68,#d47f81,#d47f81,Y
2026-09-17,조선일보,정치,부정,5,논란,9,13.24,5,68,#f2a6a6,#f2a6a6,Y
