날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-11,아시아경제,사회,긍정,1,지원,40,30.3,11,132,#0d2b5c,#0d2b5c,Y
2026-09-11,아시아경제,사회,긍정,2,참여,19,14.39,11,132,#1c3b6b,#1e3d6c,Y
2026-09-11,아시아경제,사회,긍정,3,수상,11,8.33,11,132,#2c4c7a,#2f4f7d,Y
2026-09-11,아시아경제,사회,긍정,4,소통,10,7.58,11,132,#3b5c88,#41628d,Y
2026-09-11,아시아경제,사회,긍정,5,봉사,9,6.82,11,132,#4b6d97,#52749e,Y
2026-09-11,아시아경제,사회,긍정,6,성과,8,6.06,11,132,#5b7ea6,#6387ae,Y
2026-09-11,아시아경제,사회,긍정,7,선정,7,5.3,11,132,#6a8eb5,#7499bf,Y
2026-09-11,아시아경제,사회,긍정,8,협약,7,5.3,11,132,#7a9fc4,#86accf,Y
2026-09-11,아시아경제,사회,긍정,9,확대,7,5.3,11,132,#89afd2,#97bee0,Y
2026-09-11,아시아경제,사회,긍정,10,확충,7,5.3,11,132,#99c0e1,#a8d0f0,Y
2026-09-11,아시아경제,사회,긍정,11,안정,7,5.3,11,132,#a8d0f0,,N
2026-09-11,아시아경제,사회,부정,1,폭력,9,52.94,2,17,#7a0a12,#7a0a12,Y
2026-09-11,아시아경제,사회,부정,2,제한,8,47.06,2,17,#f2a6a6,#f2a6a6,Y
