날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-01,문화일보,IT과학,긍정,1,투자,28,24.35,9,115,#0d2b5c,#0d2b5c,Y
2026-09-01,문화일보,IT과학,긍정,2,협력,17,14.78,9,115,#20406f,#20406f,Y
2026-09-01,문화일보,IT과학,긍정,3,지원,12,10.43,9,115,#345481,#345481,Y
2026-09-01,문화일보,IT과학,긍정,4,성장,12,10.43,9,115,#476994,#476994,Y
2026-09-01,문화일보,IT과학,긍정,5,채용,11,9.57,9,115,#5b7ea6,#5b7ea6,Y
2026-09-01,문화일보,IT과학,긍정,6,확대,11,9.57,9,115,#6e93b9,#6e93b9,Y
2026-09-01,문화일보,IT과학,긍정,7,증가,9,7.83,9,115,#82a7cb,#82a7cb,Y
2026-09-01,문화일보,IT과학,긍정,8,강화,8,6.96,9,115,#95bcde,#95bcde,Y
2026-09-01,문화일보,IT과학,긍정,9,최고,7,6.09,9,115,#a8d0f0,#a8d0f0,Y
2026-09-01,문화일보,IT과학,부정,1,우려,9,50.0,2,18,#7a0a12,#7a0a12,Y
2026-09-01,문화일보,IT과학,부정,2,규제,9,50.0,2,18,#f2a6a6,#f2a6a6,Y
