날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-14,조선일보,경제,긍정,1,확보,13,16.88,8,77,#0d2b5c,#0d2b5c,Y
2026-09-14,조선일보,경제,긍정,2,증가,13,16.88,8,77,#234271,#234271,Y
2026-09-14,조선일보,경제,긍정,3,혜택,12,15.58,8,77,#395a86,#395a86,Y
2026-09-14,조선일보,경제,긍정,4,인기,9,11.69,8,77,#4f729b,#4f729b,Y
2026-09-14,조선일보,경제,긍정,5,고용,9,11.69,8,77,#6689b1,#6689b1,Y
2026-09-14,조선일보,경제,긍정,6,출시,8,10.39,8,77,#7ca1c6,#7ca1c6,Y
2026-09-14,조선일보,경제,긍정,7,확대,7,9.09,8,77,#92b9db,#92b9db,Y
2026-09-14,조선일보,경제,긍정,8,최대,6,7.79,8,77,#a8d0f0,#a8d0f0,Y
2026-09-14,조선일보,경제,부정,1,부담,9,60.0,2,15,#7a0a12,#7a0a12,Y
2026-09-14,조선일보,경제,부정,2,감소,6,40.0,2,15,#f2a6a6,#f2a6a6,Y
