날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-25,데일리안,사회,긍정,1,안전,11,37.93,3,29,#0d2b5c,#0d2b5c,Y
2026-09-25,데일리안,사회,긍정,2,고용,9,31.03,3,29,#5b7ea6,#5b7ea6,Y
2026-09-25,데일리안,사회,긍정,3,지원,9,31.03,3,29,#a8d0f0,#a8d0f0,Y
2026-09-25,데일리안,사회,부정,1,수사,45,29.03,12,155,#7a0a12,#7a0a12,Y
2026-09-25,데일리안,사회,부정,2,우려,15,9.68,12,155,#85181f,#871b22,Y
2026-09-25,데일리안,사회,부정,3,혐의,13,8.39,12,155,#90262d,#942c33,Y
2026-09-25,데일리안,사회,부정,4,위험,12,7.74,12,155,#9a343a,#a23e43,Y
2026-09-25,데일리안,사회,부정,5,사고,11,7.1,12,155,#a64348,#af4f54,Y
2026-09-25,데일리안,사회,부정,6,협박,10,6.45,12,155,#b15155,#bd6164,Y
2026-09-25,데일리안,사회,부정,7,기소,10,6.45,12,155,#bb5f63,#ca7275,Y
2026-09-25,데일리안,사회,부정,8,범죄,10,6.45,12,155,#c66d70,#d88485,Y
2026-09-25,데일리안,사회,부정,9,감소,8,5.16,12,155,#d27c7e,#e59596,Y
2026-09-25,데일리안,사회,부정,10,사망,7,4.52,12,155,#dc8a8b,#f2a6a6,Y
2026-09-25,데일리안,사회,부정,11,벌금,7,4.52,12,155,#e79899,,N
2026-09-25,데일리안,사회,부정,12,재판,7,4.52,12,155,#f2a6a6,,N
