날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-13,매일신문,주요뉴스,긍정,1,협력,9,60.0,2,15,#0d2b5c,#0d2b5c,Y
2026-09-13,매일신문,주요뉴스,긍정,2,안정,6,40.0,2,15,#a8d0f0,#a8d0f0,Y
2026-09-13,매일신문,주요뉴스,부정,1,수사,24,18.6,13,129,#7a0a12,#7a0a12,Y
2026-09-13,매일신문,주요뉴스,부정,2,취소,18,13.95,13,129,#84171e,#871b22,Y
2026-09-13,매일신문,주요뉴스,부정,3,하락,12,9.3,13,129,#8e242a,#942c33,Y
2026-09-13,매일신문,주요뉴스,부정,4,비판,12,9.3,13,129,#983137,#a23e43,Y
2026-09-13,매일신문,주요뉴스,부정,5,반발,9,6.98,13,129,#a23e43,#af4f54,Y
2026-09-13,매일신문,주요뉴스,부정,6,논란,8,6.2,13,129,#ac4b50,#bd6164,Y
2026-09-13,매일신문,주요뉴스,부정,7,반대,8,6.2,13,129,#b6585c,#ca7275,Y
2026-09-13,매일신문,주요뉴스,부정,8,징역,7,5.43,13,129,#c06568,#d88485,Y
2026-09-13,매일신문,주요뉴스,부정,9,협박,7,5.43,13,129,#ca7275,#e59596,Y
2026-09-13,매일신문,주요뉴스,부정,10,혐의,6,4.65,13,129,#d47f81,#f2a6a6,Y
2026-09-13,매일신문,주요뉴스,부정,11,사망,6,4.65,13,129,#de8c8e,,N
2026-09-13,매일신문,주요뉴스,부정,12,의혹,6,4.65,13,129,#e8999a,,N
2026-09-13,매일신문,주요뉴스,부정,13,기소,6,4.65,13,129,#f2a6a6,,N
