날짜,언론사,카테고리,기사수,상위키워드,인사이트,생성시각,상태
2026-09-03,데일리안,사회,20,지역(40); 제청(33); 헌법(29); 대통령(28); 지원(20),"2026-09-03 데일리안(사회) 기사 20건 분석 결과, 상위 키워드는 '지역'(40회), '제청'(33회), '헌법'(29회), '대통령'(28회), '지원'(20회) 순으로 나타났습니다. 특히 '지역' 관련 이슈가 가장 두드러졌으며, 대표 헤드라인은 ""밤샘 수색에도…침몰한 부산 예인선 실종자 6명 못 찾았다"" 입니다.",2026-09-03 09:08:33,성공
