날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-01,조선일보,이슈,긍정,1,투자,31,37.8,7,82,#0d2b5c,#0d2b5c,Y
2026-09-01,조선일보,이슈,긍정,2,참여,11,13.41,7,82,#274674,#274674,Y
2026-09-01,조선일보,이슈,긍정,3,확대,10,12.2,7,82,#41628d,#41628d,Y
2026-09-01,조선일보,이슈,긍정,4,지원,9,10.98,7,82,#5b7ea6,#5b7ea6,Y
2026-09-01,조선일보,이슈,긍정,5,취업,7,8.54,7,82,#7499bf,#7499bf,Y
2026-09-01,조선일보,이슈,긍정,6,최대,7,8.54,7,82,#8eb5d8,#8eb5d8,Y
2026-09-01,조선일보,이슈,긍정,7,상승,7,8.54,7,82,#a8d0f0,#a8d0f0,Y
2026-09-01,조선일보,이슈,부정,1,수사,18,16.98,10,106,#7a0a12,#7a0a12,Y
2026-09-01,조선일보,이슈,부정,2,비판,15,14.15,10,106,#871b22,#871b22,Y
2026-09-01,조선일보,이슈,부정,3,혐의,13,12.26,10,106,#942c33,#942c33,Y
2026-09-01,조선일보,이슈,부정,4,우려,11,10.38,10,106,#a23e43,#a23e43,Y
2026-09-01,조선일보,이슈,부정,5,기소,10,9.43,10,106,#af4f54,#af4f54,Y
2026-09-01,조선일보,이슈,부정,6,의혹,9,8.49,10,106,#bd6164,#bd6164,Y
2026-09-01,조선일보,이슈,부정,7,사퇴,8,7.55,10,106,#ca7275,#ca7275,Y
2026-09-01,조선일보,이슈,부정,8,논란,8,7.55,10,106,#d88485,#d88485,Y
2026-09-01,조선일보,이슈,부정,9,하락,8,7.55,10,106,#e59596,#e59596,Y
2026-09-01,조선일보,이슈,부정,10,유착,6,5.66,10,106,#f2a6a6,#f2a6a6,Y
