날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-19,아시아경제,정치,긍정,1,평화,15,19.23,9,78,#0d2b5c,#0d2b5c,Y
2026-09-19,아시아경제,정치,긍정,2,합의,11,14.1,9,78,#20406f,#20406f,Y
2026-09-19,아시아경제,정치,긍정,3,안정,9,11.54,9,78,#345481,#345481,Y
2026-09-19,아시아경제,정치,긍정,4,성장,9,11.54,9,78,#476994,#476994,Y
2026-09-19,아시아경제,정치,긍정,5,확대,8,10.26,9,78,#5b7ea6,#5b7ea6,Y
2026-09-19,아시아경제,정치,긍정,6,투자,7,8.97,9,78,#6e93b9,#6e93b9,Y
2026-09-19,아시아경제,정치,긍정,7,회복,7,8.97,9,78,#82a7cb,#82a7cb,Y
2026-09-19,아시아경제,정치,긍정,8,인정,6,7.69,9,78,#95bcde,#95bcde,Y
2026-09-19,아시아경제,정치,긍정,9,급등,6,7.69,9,78,#a8d0f0,#a8d0f0,Y
2026-09-19,아시아경제,정치,부정,1,취소,23,31.94,7,72,#7a0a12,#7a0a12,Y
2026-09-19,아시아경제,정치,부정,2,비판,10,13.89,7,72,#8e242a,#8e242a,Y
2026-09-19,아시아경제,정치,부정,3,수사,9,12.5,7,72,#a23e43,#a23e43,Y
2026-09-19,아시아경제,정치,부정,4,기소,9,12.5,7,72,#b6585c,#b6585c,Y
2026-09-19,아시아경제,정치,부정,5,하락,8,11.11,7,72,#ca7275,#ca7275,Y
2026-09-19,아시아경제,정치,부정,6,논란,7,9.72,7,72,#de8c8e,#de8c8e,Y
2026-09-19,아시아경제,정치,부정,7,조작,6,8.33,7,72,#f2a6a6,#f2a6a6,Y
