날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-05,조선일보,사회,긍정,1,지원,8,27.59,4,29,#0d2b5c,#0d2b5c,Y
2026-09-05,조선일보,사회,긍정,2,채용,8,27.59,4,29,#41628d,#41628d,Y
2026-09-05,조선일보,사회,긍정,3,참여,7,24.14,4,29,#7499bf,#7499bf,Y
2026-09-05,조선일보,사회,긍정,4,취업,6,20.69,4,29,#a8d0f0,#a8d0f0,Y
2026-09-05,조선일보,사회,부정,1,수사,23,18.85,9,122,#7a0a12,#7a0a12,Y
2026-09-05,조선일보,사회,부정,2,실종,22,18.03,9,122,#891e25,#891e25,Y
2026-09-05,조선일보,사회,부정,3,위험,17,13.93,9,122,#983137,#983137,Y
2026-09-05,조선일보,사회,부정,4,기소,15,12.3,9,122,#a7454a,#a7454a,Y
2026-09-05,조선일보,사회,부정,5,범죄,12,9.84,9,122,#b6585c,#b6585c,Y
2026-09-05,조선일보,사회,부정,6,혐의,10,8.2,9,122,#c56c6f,#c56c6f,Y
2026-09-05,조선일보,사회,부정,7,의혹,8,6.56,9,122,#d47f81,#d47f81,Y
2026-09-05,조선일보,사회,부정,8,청탁,8,6.56,9,122,#e39394,#e39394,Y
2026-09-05,조선일보,사회,부정,9,부담,7,5.74,9,122,#f2a6a6,#f2a6a6,Y
