날짜,분석단위,대상,기사수,키워드종수,누적빈도,긍정단어수,긍정총빈도,부정단어수,부정총빈도,감성지수,상위키워드TOP5,대표긍정어TOP3,대표부정어TOP3,인사이트
2026-09-10,종합,전체,899,1541,47817,52,2575,50,1504,26.3,대표(664); 대통령(640); 미국(525); 후보자(477); 의원(471),투자(305); 지원(293); 확대(252),논란(135); 부담(130); 의혹(127),"전체: 기사 899건에서 키워드 1541종을 추출했고 상위 키워드는 '대표'(664회), '대통령'(640회), '미국'(525회) 순입니다. 감성지수 +26.3로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-10,신문사,데일리안,180,486,12018,24,735,20,395,30.1,대표(271); 아이폰(223); 의원(216); 데일리안(196); 국회(151),지원(121); 투자(95); 최대(69),부담(73); 논란(69); 의혹(43),"데일리안: 기사 180건에서 키워드 486종을 추출했고 상위 키워드는 '대표'(271회), '아이폰'(223회), '의원'(216회) 순입니다. 감성지수 +30.1로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-10,신문사,매일신문,179,534,9777,21,446,19,302,19.3,대통령(211); 대표(132); 이재명(112); 대구(108); 지지(101),확대(66); 증가(52); 전시(40),제한(59); 의혹(30); 반대(27),"매일신문: 기사 179건에서 키워드 534종을 추출했고 상위 키워드는 '대통령'(211회), '대표'(132회), '이재명'(112회) 순입니다. 감성지수 +19.3로 긍정 어휘가 다소 우세합니다."
2026-09-10,신문사,문화일보,180,527,7963,23,414,22,300,16.0,대통령(118); 경찰(110); 후보자(104); 조사(85); 검찰(84),지원(59); 투자(43); 신뢰(33),수사(68); 사고(42); 기소(22),"문화일보: 기사 180건에서 키워드 527종을 추출했고 상위 키워드는 '대통령'(118회), '경찰'(110회), '후보자'(104회) 순입니다. 감성지수 +16.0로 긍정 어휘가 다소 우세합니다."
2026-09-10,신문사,아시아경제,180,525,8975,28,685,15,201,54.6,미국(130); 금리(116); 투자(109); 시장(108); 대통령(106),투자(109); 확대(100); 상승(72),하락(36); 전쟁(25); 비상(20),"아시아경제: 기사 180건에서 키워드 525종을 추출했고 상위 키워드는 '미국'(130회), '금리'(116회), '투자'(109회) 순입니다. 감성지수 +54.6로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-10,신문사,조선일보,180,532,9084,21,295,23,306,-1.8,후보자(163); 대표(126); 미국(122); 우주(104); 장관(97),성공(40); 지원(36); 최대(28),의혹(43); 논란(30); 중단(27),"조선일보: 기사 180건에서 키워드 532종을 추출했고 상위 키워드는 '후보자'(163회), '대표'(126회), '미국'(122회) 순입니다. 감성지수 -1.8로 긍정과 부정이 비슷한 수준합니다."
2026-09-10,카테고리,IT과학,99,329,7140,18,449,5,71,72.7,기술(133); 아이폰(132); 기업(119); 모델(96); 데이터(86),지원(74); 최대(64); 투자(50),부담(33); 파업(13); 사고(10),"IT과학: 기사 99건에서 키워드 329종을 추출했고 상위 키워드는 '기술'(133회), '아이폰'(132회), '기업'(119회) 순입니다. 감성지수 +72.7로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-10,카테고리,경제,100,351,5754,26,540,7,88,72.0,금융(118); 시장(113); 기업(108); 청년(102); 투자(85),투자(85); 증가(65); 확대(56),부담(27); 감소(15); 규제(13),"경제: 기사 100건에서 키워드 351종을 추출했고 상위 키워드는 '금융'(118회), '시장'(113회), '기업'(108회) 순입니다. 감성지수 +72.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-10,카테고리,문화,100,413,4945,15,209,1,25,78.6,서울(69); 대구(67); 한국(65); 문화(56); 교수(55),전시(53); 공연(36); 협력(17),위험(25),"문화: 기사 100건에서 키워드 413종을 추출했고 상위 키워드는 '서울'(69회), '대구'(67회), '한국'(65회) 순입니다. 감성지수 +78.6로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-10,카테고리,사회,100,384,5119,25,357,10,99,56.6,지역(93); 사업(82); 서울(67); 지원(66); 대상(59),지원(66); 참여(58); 확대(21),부담(18); 조작(17); 사고(13),"사회: 기사 100건에서 키워드 384종을 추출했고 상위 키워드는 '지역'(93회), '사업'(82회), '서울'(67회) 순입니다. 감성지수 +56.6로 긍정 어휘가 뚜렷하게 우세합니다."
