날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-07,조선일보,주요뉴스,긍정,1,성공,9,21.95,5,41,#0d2b5c,#0d2b5c,Y
2026-09-07,조선일보,주요뉴스,긍정,2,강화,9,21.95,5,41,#345481,#345481,Y
2026-09-07,조선일보,주요뉴스,긍정,3,공연,8,19.51,5,41,#5b7ea6,#5b7ea6,Y
2026-09-07,조선일보,주요뉴스,긍정,4,지원,8,19.51,5,41,#82a7cb,#82a7cb,Y
2026-09-07,조선일보,주요뉴스,긍정,5,합의,7,17.07,5,41,#a8d0f0,#a8d0f0,Y
2026-09-07,조선일보,주요뉴스,부정,1,전쟁,22,38.6,5,57,#7a0a12,#7a0a12,Y
2026-09-07,조선일보,주요뉴스,부정,2,의혹,11,19.3,5,57,#983137,#983137,Y
2026-09-07,조선일보,주요뉴스,부정,3,불법,9,15.79,5,57,#b6585c,#b6585c,Y
2026-09-07,조선일보,주요뉴스,부정,4,해임,8,14.04,5,57,#d47f81,#d47f81,Y
2026-09-07,조선일보,주요뉴스,부정,5,논란,7,12.28,5,57,#f2a6a6,#f2a6a6,Y
