날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-20,매일신문,경제,긍정,1,최고,20,27.78,6,72,#0d2b5c,#0d2b5c,Y
2026-09-20,매일신문,경제,긍정,2,확대,15,20.83,6,72,#2c4c7a,#2c4c7a,Y
2026-09-20,매일신문,경제,긍정,3,최대,10,13.89,6,72,#4b6d97,#4b6d97,Y
2026-09-20,매일신문,경제,긍정,4,계약,9,12.5,6,72,#6a8eb5,#6a8eb5,Y
2026-09-20,매일신문,경제,긍정,5,상승,9,12.5,6,72,#89afd2,#89afd2,Y
2026-09-20,매일신문,경제,긍정,6,지원,9,12.5,6,72,#a8d0f0,#a8d0f0,Y
2026-09-20,매일신문,경제,부정,1,취소,23,26.44,5,87,#7a0a12,#7a0a12,Y
2026-09-20,매일신문,경제,부정,2,불법,20,22.99,5,87,#983137,#983137,Y
2026-09-20,매일신문,경제,부정,3,피해,16,18.39,5,87,#b6585c,#b6585c,Y
2026-09-20,매일신문,경제,부정,4,지연,14,16.09,5,87,#d47f81,#d47f81,Y
2026-09-20,매일신문,경제,부정,5,부담,14,16.09,5,87,#f2a6a6,#f2a6a6,Y
