날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-21,데일리안,세계,긍정,1,금메달,32,34.41,8,93,#0d2b5c,#0d2b5c,Y
2026-09-21,데일리안,세계,긍정,2,우승,16,17.2,8,93,#234271,#234271,Y
2026-09-21,데일리안,세계,긍정,3,투자,9,9.68,8,93,#395a86,#395a86,Y
2026-09-21,데일리안,세계,긍정,4,공연,8,8.6,8,93,#4f729b,#4f729b,Y
2026-09-21,데일리안,세계,긍정,5,승리,8,8.6,8,93,#6689b1,#6689b1,Y
2026-09-21,데일리안,세계,긍정,6,성공,8,8.6,8,93,#7ca1c6,#7ca1c6,Y
2026-09-21,데일리안,세계,긍정,7,지원,6,6.45,8,93,#92b9db,#92b9db,Y
2026-09-21,데일리안,세계,긍정,8,강화,6,6.45,8,93,#a8d0f0,#a8d0f0,Y
2026-09-21,데일리안,세계,부정,1,전쟁,12,29.27,5,41,#7a0a12,#7a0a12,Y
2026-09-21,데일리안,세계,부정,2,경고,12,29.27,5,41,#983137,#983137,Y
2026-09-21,데일리안,세계,부정,3,취소,6,14.63,5,41,#b6585c,#b6585c,Y
2026-09-21,데일리안,세계,부정,4,충돌,6,14.63,5,41,#d47f81,#d47f81,Y
2026-09-21,데일리안,세계,부정,5,보복,5,12.2,5,41,#f2a6a6,#f2a6a6,Y
