날짜,분석단위,대상,기사수,키워드종수,누적빈도,긍정단어수,긍정총빈도,부정단어수,부정총빈도,감성지수,상위키워드TOP5,대표긍정어TOP3,대표부정어TOP3,인사이트
2026-09-23,종합,전체,900,1462,46855,44,2448,53,1852,13.9,대통령(1276); 미국(567); 대표(504); 한국(416); 유엔(410),협력(239); 평화(195); 확대(180),사고(154); 폭발(127); 전쟁(118),"전체: 기사 900건에서 키워드 1462종을 추출했고 상위 키워드는 '대통령'(1276회), '미국'(567회), '대표'(504회) 순입니다. 감성지수 +13.9로 긍정 어휘가 다소 우세합니다."
2026-09-23,신문사,데일리안,180,493,10075,26,640,27,567,6.0,대통령(259); 대표(158); 데일리안(148); 미국(115); 가능(110),협력(50); 확대(47); 최고(45),사고(77); 폭발(54); 전쟁(38),"데일리안: 기사 180건에서 키워드 493종을 추출했고 상위 키워드는 '대통령'(259회), '대표'(158회), '데일리안'(148회) 순입니다. 감성지수 +6.0로 긍정 어휘가 다소 우세합니다."
2026-09-23,신문사,매일신문,180,547,8903,20,477,26,345,16.1,대통령(324); 의원(98); 미국(95); 대법원장(90); 제청(89),평화(55); 안전(52); 공연(40),소송(30); 비판(29); 전쟁(22),"매일신문: 기사 180건에서 키워드 547종을 추출했고 상위 키워드는 '대통령'(324회), '의원'(98회), '미국'(95회) 순입니다. 감성지수 +16.1로 긍정 어휘가 다소 우세합니다."
2026-09-23,신문사,문화일보,180,493,7832,24,400,19,257,21.8,대통령(136); 대표(112); 일본(102); 서울(93); 부정(89),지원(41); 협력(39); 전시(31),폭발(42); 사고(35); 구속(25),"문화일보: 기사 180건에서 키워드 493종을 추출했고 상위 키워드는 '대통령'(136회), '대표'(112회), '일본'(102회) 순입니다. 감성지수 +21.8로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-23,신문사,아시아경제,180,514,9326,28,591,19,242,41.9,대통령(166); 일본(134); 한국(131); 미국(119); 기업(112),확대(81); 협력(55); 평화(53),위기(35); 전쟁(21); 실업(19),"아시아경제: 기사 180건에서 키워드 514종을 추출했고 상위 키워드는 '대통령'(166회), '일본'(134회), '한국'(131회) 순입니다. 감성지수 +41.9로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-23,신문사,조선일보,180,483,10719,19,340,22,441,-12.9,대통령(391); 미국(193); 대법원장(185); 제청(177); 트럼프(152),협력(55); 투자(54); 참여(35),수사(72); 전쟁(37); 제재(35),"조선일보: 기사 180건에서 키워드 483종을 추출했고 상위 키워드는 '대통령'(391회), '미국'(193회), '대법원장'(185회) 순입니다. 감성지수 -12.9로 부정 어휘가 다소 우세합니다."
2026-09-23,카테고리,IT과학,100,325,6059,16,306,6,89,54.9,기업(148); 기술(126); 모델(121); 개발(118); 서비스(108),지원(42); 참여(33); 출시(31),유출(36); 사고(18); 위험(11),"IT과학: 기사 100건에서 키워드 325종을 추출했고 상위 키워드는 '기업'(148회), '기술'(126회), '모델'(121회) 순입니다. 감성지수 +54.9로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-23,카테고리,경제,100,336,5780,21,642,12,122,68.1,사업(132); 기업(103); 금융(92); 시장(85); 확대(82),확대(82); 투자(81); 상승(60),부담(31); 하락(12); 폐지(10),"경제: 기사 100건에서 키워드 336종을 추출했고 상위 키워드는 '사업'(132회), '기업'(103회), '금융'(92회) 순입니다. 감성지수 +68.1로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-23,카테고리,문화,100,397,5189,18,338,6,73,64.5,한국(78); 공연(72); 대표(71); 서울(66); 전시(61),공연(72); 전시(61); 확대(26),부담(25); 리콜(12); 위기(12),"문화: 기사 100건에서 키워드 397종을 추출했고 상위 키워드는 '한국'(78회), '공연'(72회), '대표'(71회) 순입니다. 감성지수 +64.5로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-23,카테고리,사회,100,394,4834,16,216,21,250,-7.3,서울(89); 추석(78); 대통령(75); 연휴(59); 지역(49),참여(30); 강화(28); 협력(21),수사(25); 혐의(23); 학대(20),"사회: 기사 100건에서 키워드 394종을 추출했고 상위 키워드는 '서울'(89회), '추석'(78회), '대통령'(75회) 순입니다. 감성지수 -7.3로 부정 어휘가 다소 우세합니다."
