날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-14,아시아경제,세계,긍정,1,합의,16,31.37,5,51,#0d2b5c,#0d2b5c,Y
2026-09-14,아시아경제,세계,긍정,2,안전,14,27.45,5,51,#345481,#345481,Y
2026-09-14,아시아경제,세계,긍정,3,상승,7,13.73,5,51,#5b7ea6,#5b7ea6,Y
2026-09-14,아시아경제,세계,긍정,4,강화,7,13.73,5,51,#82a7cb,#82a7cb,Y
2026-09-14,아시아경제,세계,긍정,5,승리,7,13.73,5,51,#a8d0f0,#a8d0f0,Y
2026-09-14,아시아경제,세계,부정,1,규제,16,21.33,8,75,#7a0a12,#7a0a12,Y
2026-09-14,아시아경제,세계,부정,2,압박,10,13.33,8,75,#8b2027,#8b2027,Y
2026-09-14,아시아경제,세계,부정,3,중단,10,13.33,8,75,#9c373c,#9c373c,Y
2026-09-14,아시아경제,세계,부정,4,전쟁,10,13.33,8,75,#ad4d51,#ad4d51,Y
2026-09-14,아시아경제,세계,부정,5,우려,8,10.67,8,75,#bf6367,#bf6367,Y
2026-09-14,아시아경제,세계,부정,6,의혹,7,9.33,8,75,#d0797c,#d0797c,Y
2026-09-14,아시아경제,세계,부정,7,부담,7,9.33,8,75,#e19091,#e19091,Y
2026-09-14,아시아경제,세계,부정,8,경고,7,9.33,8,75,#f2a6a6,#f2a6a6,Y
