날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-08,아시아경제,사회,긍정,1,지원,33,27.27,9,121,#0d2b5c,#0d2b5c,Y
2026-09-08,아시아경제,사회,긍정,2,참여,17,14.05,9,121,#20406f,#20406f,Y
2026-09-08,아시아경제,사회,긍정,3,선정,14,11.57,9,121,#345481,#345481,Y
2026-09-08,아시아경제,사회,긍정,4,확대,12,9.92,9,121,#476994,#476994,Y
2026-09-08,아시아경제,사회,긍정,5,개선,12,9.92,9,121,#5b7ea6,#5b7ea6,Y
2026-09-08,아시아경제,사회,긍정,6,협력,10,8.26,9,121,#6e93b9,#6e93b9,Y
2026-09-08,아시아경제,사회,긍정,7,안전,8,6.61,9,121,#82a7cb,#82a7cb,Y
2026-09-08,아시아경제,사회,긍정,8,강화,8,6.61,9,121,#95bcde,#95bcde,Y
2026-09-08,아시아경제,사회,긍정,9,확보,7,5.79,9,121,#a8d0f0,#a8d0f0,Y
2026-09-08,아시아경제,사회,부정,1,자살,7,53.85,2,13,#7a0a12,#7a0a12,Y
2026-09-08,아시아경제,사회,부정,2,부담,6,46.15,2,13,#f2a6a6,#f2a6a6,Y
