날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-11,조선일보,정치,긍정,1,안전,10,37.04,3,27,#0d2b5c,#0d2b5c,Y
2026-09-11,조선일보,정치,긍정,2,지원,9,33.33,3,27,#5b7ea6,#5b7ea6,Y
2026-09-11,조선일보,정치,긍정,3,감사,8,29.63,3,27,#a8d0f0,#a8d0f0,Y
2026-09-11,조선일보,정치,부정,1,수사,29,23.58,9,123,#7a0a12,#7a0a12,Y
2026-09-11,조선일보,정치,부정,2,의혹,27,21.95,9,123,#891e25,#891e25,Y
2026-09-11,조선일보,정치,부정,3,오염,12,9.76,9,123,#983137,#983137,Y
2026-09-11,조선일보,정치,부정,4,청탁,11,8.94,9,123,#a7454a,#a7454a,Y
2026-09-11,조선일보,정치,부정,5,사퇴,10,8.13,9,123,#b6585c,#b6585c,Y
2026-09-11,조선일보,정치,부정,6,논란,10,8.13,9,123,#c56c6f,#c56c6f,Y
2026-09-11,조선일보,정치,부정,7,철회,8,6.5,9,123,#d47f81,#d47f81,Y
2026-09-11,조선일보,정치,부정,8,조작,8,6.5,9,123,#e39394,#e39394,Y
2026-09-11,조선일보,정치,부정,9,우려,8,6.5,9,123,#f2a6a6,#f2a6a6,Y
