날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-07,문화일보,문화,긍정,1,전시,14,28.0,6,50,#0d2b5c,#0d2b5c,Y
2026-09-07,문화일보,문화,긍정,2,개막,11,22.0,6,50,#2c4c7a,#2c4c7a,Y
2026-09-07,문화일보,문화,긍정,3,참여,8,16.0,6,50,#4b6d97,#4b6d97,Y
2026-09-07,문화일보,문화,긍정,4,증가,7,14.0,6,50,#6a8eb5,#6a8eb5,Y
2026-09-07,문화일보,문화,긍정,5,최대,5,10.0,6,50,#89afd2,#89afd2,Y
2026-09-07,문화일보,문화,긍정,6,지원,5,10.0,6,50,#a8d0f0,#a8d0f0,Y
2026-09-07,문화일보,문화,부정,1,마약,7,23.33,5,30,#7a0a12,#7a0a12,Y
2026-09-07,문화일보,문화,부정,2,타격,6,20.0,5,30,#983137,#983137,Y
2026-09-07,문화일보,문화,부정,3,화재,6,20.0,5,30,#b6585c,#b6585c,Y
2026-09-07,문화일보,문화,부정,4,논란,6,20.0,5,30,#d47f81,#d47f81,Y
2026-09-07,문화일보,문화,부정,5,보복,5,16.67,5,30,#f2a6a6,#f2a6a6,Y
