날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-13,아시아경제,이슈,긍정,1,확대,16,25.0,8,64,#0d2b5c,#0d2b5c,Y
2026-09-13,아시아경제,이슈,긍정,2,최대,8,12.5,8,64,#234271,#234271,Y
2026-09-13,아시아경제,이슈,긍정,3,성장,7,10.94,8,64,#395a86,#395a86,Y
2026-09-13,아시아경제,이슈,긍정,4,상승,7,10.94,8,64,#4f729b,#4f729b,Y
2026-09-13,아시아경제,이슈,긍정,5,투자,7,10.94,8,64,#6689b1,#6689b1,Y
2026-09-13,아시아경제,이슈,긍정,6,수주,7,10.94,8,64,#7ca1c6,#7ca1c6,Y
2026-09-13,아시아경제,이슈,긍정,7,채용,6,9.38,8,64,#92b9db,#92b9db,Y
2026-09-13,아시아경제,이슈,긍정,8,안정,6,9.38,8,64,#a8d0f0,#a8d0f0,Y
2026-09-13,아시아경제,이슈,부정,1,갈등,9,33.33,4,27,#7a0a12,#7a0a12,Y
2026-09-13,아시아경제,이슈,부정,2,하락,6,22.22,4,27,#a23e43,#a23e43,Y
2026-09-13,아시아경제,이슈,부정,3,위험,6,22.22,4,27,#ca7275,#ca7275,Y
2026-09-13,아시아경제,이슈,부정,4,전쟁,6,22.22,4,27,#f2a6a6,#f2a6a6,Y
