날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-07,매일신문,세계,긍정,1,지원,11,31.43,5,35,#0d2b5c,#0d2b5c,Y
2026-09-07,매일신문,세계,긍정,2,전시,7,20.0,5,35,#345481,#345481,Y
2026-09-07,매일신문,세계,긍정,3,최대,6,17.14,5,35,#5b7ea6,#5b7ea6,Y
2026-09-07,매일신문,세계,긍정,4,확대,6,17.14,5,35,#82a7cb,#82a7cb,Y
2026-09-07,매일신문,세계,긍정,5,참여,5,14.29,5,35,#a8d0f0,#a8d0f0,Y
2026-09-07,매일신문,세계,부정,1,전쟁,12,18.75,8,64,#7a0a12,#7a0a12,Y
2026-09-07,매일신문,세계,부정,2,피해,11,17.19,8,64,#8b2027,#8b2027,Y
2026-09-07,매일신문,세계,부정,3,압박,11,17.19,8,64,#9c373c,#9c373c,Y
2026-09-07,매일신문,세계,부정,4,취소,8,12.5,8,64,#ad4d51,#ad4d51,Y
2026-09-07,매일신문,세계,부정,5,불법,6,9.38,8,64,#bf6367,#bf6367,Y
2026-09-07,매일신문,세계,부정,6,타격,6,9.38,8,64,#d0797c,#d0797c,Y
2026-09-07,매일신문,세계,부정,7,중단,5,7.81,8,64,#e19091,#e19091,Y
2026-09-07,매일신문,세계,부정,8,반발,5,7.81,8,64,#f2a6a6,#f2a6a6,Y
