날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-15,조선일보,정치,긍정,1,고용,20,60.61,2,33,#0d2b5c,#0d2b5c,Y
2026-09-15,조선일보,정치,긍정,2,최고,13,39.39,2,33,#a8d0f0,#a8d0f0,Y
2026-09-15,조선일보,정치,부정,1,탄핵,17,18.48,9,92,#7a0a12,#7a0a12,Y
2026-09-15,조선일보,정치,부정,2,비판,15,16.3,9,92,#891e25,#891e25,Y
2026-09-15,조선일보,정치,부정,3,의혹,12,13.04,9,92,#983137,#983137,Y
2026-09-15,조선일보,정치,부정,4,논란,11,11.96,9,92,#a7454a,#a7454a,Y
2026-09-15,조선일보,정치,부정,5,수사,8,8.7,9,92,#b6585c,#b6585c,Y
2026-09-15,조선일보,정치,부정,6,사퇴,8,8.7,9,92,#c56c6f,#c56c6f,Y
2026-09-15,조선일보,정치,부정,7,하락,7,7.61,9,92,#d47f81,#d47f81,Y
2026-09-15,조선일보,정치,부정,8,갈등,7,7.61,9,92,#e39394,#e39394,Y
2026-09-15,조선일보,정치,부정,9,취소,7,7.61,9,92,#f2a6a6,#f2a6a6,Y
