날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-03,문화일보,정치,긍정,1,혁신,12,60.0,2,20,#0d2b5c,#0d2b5c,Y
2026-09-03,문화일보,정치,긍정,2,최고,8,40.0,2,20,#a8d0f0,#a8d0f0,Y
2026-09-03,문화일보,정치,부정,1,위기,10,11.63,11,86,#7a0a12,#7a0a12,Y
2026-09-03,문화일보,정치,부정,2,취소,10,11.63,11,86,#861921,#871b22,Y
2026-09-03,문화일보,정치,부정,3,의혹,9,10.47,11,86,#922930,#942c33,Y
2026-09-03,문화일보,정치,부정,4,비판,9,10.47,11,86,#9e383e,#a23e43,Y
2026-09-03,문화일보,정치,부정,5,청탁,9,10.47,11,86,#aa484d,#af4f54,Y
2026-09-03,문화일보,정치,부정,6,유죄,7,8.14,11,86,#b6585c,#bd6164,Y
2026-09-03,문화일보,정치,부정,7,재판,7,8.14,11,86,#c2686b,#ca7275,Y
2026-09-03,문화일보,정치,부정,8,기소,7,8.14,11,86,#ce787a,#d88485,Y
2026-09-03,문화일보,정치,부정,9,시위,6,6.98,11,86,#da8788,#e59596,Y
2026-09-03,문화일보,정치,부정,10,혐의,6,6.98,11,86,#e69797,#f2a6a6,Y
2026-09-03,문화일보,정치,부정,11,구속,6,6.98,11,86,#f2a6a6,,N
